"country","date","people_fully_vaccinated","people_vaccinated","people_fully_vaccinated","daily_vaccinations","population","continent","cumsum_total_vaccination","people_fully_vaccinated_per_million","people_vaccinated_per_million","daily_vaccinated_per_million"
"Bulgaria",2021-03-15,59994,281713,59994,6796,6910314,"Europe",361702.272727273,8681.80519727468,40767.0331623136,983.457481092755
"Bulgaria",2021-03-16,61728,284266,61728,6263,6910314,"Europe",367965.272727273,8932.73446040223,41136.4809182332,906.326398482037
"Bulgaria",2021-03-17,63752,286950,63752,5937,6910314,"Europe",373902.272727273,9225.62997860879,41524.8858445506,859.150539324262
"Bulgaria",2021-03-18,66741,289311,66741,4515,6910314,"Europe",378417.272727273,9658.17182837133,41866.5490453835,653.371178212741
"Bulgaria",2021-03-19,69545,293176,69545,3723,6910314,"Europe",382140.272727273,10063.942101618,42425.8579277295,538.759888479742
"Bulgaria",2021-03-20,70753,295794,70753,4092,6910314,"Europe",386232.272727273,10238.7532607057,42804.7119132358,592.158330287162
"Bulgaria",2021-03-21,71224,297681,71224,4289,6910314,"Europe",390521.272727273,10306.9122474029,43077.7819936981,620.666441496002
"Bulgaria",2021-03-22,73853,302517,73853,4952,6910314,"Europe",395473.272727273,10687.3580563778,43777.6054749466,716.609983280065
"Canada",2021-01-03,0,16655.1538461538,0,8822,37981846,"North America",96410,0,438.503011311084,232.268858127643
"Canada",2021-01-07,2173,217273,2173,17409,37981846,"North America",151282,57.2115425880038,5720.44339287774,458.350549891651
"Canada",2021-01-08,4053,256601,4053,22409,37981846,"North America",173691,106.708873497091,6755.88543010785,589.99238741582
"Canada",2021-01-09,5880,290361,5880,26787,37981846,"North America",200478,154.810800928422,7644.73111707103,705.257980351982
"Canada",2021-01-10,5884,313719,5884,29367,37981846,"North America",229845,154.916114398442,8259.70912524894,773.185168514453
"Canada",2021-01-11,5884,353165,5884,31616,37981846,"North America",261461,154.916114398442,9298.25790984461,832.397667032824
"Canada",2021-01-12,6046,382447,6046,33328,37981846,"North America",294789,159.181309934225,10069.2051671212,877.471832201099
"Canada",2021-01-13,16320,402889,16320,33693,37981846,"North America",328482,429.678957678887,10607.409655655,887.081686340364
"Canada",2021-01-14,21138,438354,21138,34292,37981846,"North America",362774,556.529032317176,11541.1452092139,902.852378475759
"Canada",2021-01-15,26541,481146,26541,35290,37981846,"North America",398064,698.781201945793,12667.7887114807,929.128089245583
"Canada",2021-01-16,28780,514511,28780,35293,37981846,"North America",433357,757.730416789116,13546.2346932795,929.207074348098
"Canada",2021-01-17,31161,539581,31161,35877,37981846,"North America",469234,820.418259818125,14206.2868666257,944.582840970921
"Canada",2021-01-18,31910,582756,31910,36517,37981846,"North America",505751,840.138207079245,15343.0141336469,961.432996174014
"Canada",2021-01-19,37189,616464,37189,37880,37981846,"North America",543631,979.125659137263,16230.4907454998,997.318561083103
"Canada",2021-01-20,53228,643014,53228,39576,37981846,"North America",583207,1401.40634554729,16929.5089027532,1041.9714723713
"Canada",2021-01-21,63364,675500,63364,39910,37981846,"North America",623117,1668.27067857629,17784.8122495152,1050.76514711792
"Canada",2021-01-22,74137,702469,74137,38417,37981846,"North America",661534,1951.90618170586,18494.8619927531,1011.4568944332
"Canada",2021-01-23,82757,718481,82757,36850,37981846,"North America",698384,2178.85670959753,18916.4318132405,970.200342553124
"Canada",2021-01-24,87881,728570,87881,35101,37981846,"North America",733485,2313.7632646923,19182.0587129967,924.15202778717
"Canada",2021-01-25,100281,739668,100281,32183,37981846,"North America",765668,2640.23502175223,19474.2509355654,847.325851408065
"Canada",2021-01-26,114453,754001,114453,30686,37981846,"North America",796354,3013.36064603074,19851.6154270122,807.912285253329
"Canada",2021-01-27,82196,809128,82196,27869,37981846,"North America",824223,2164.08649542732,21303.0193424511,733.745273992212
"Canada",2021-01-28,91944,824083,91944,25309,37981846,"North America",849532,2420.73542186444,21696.7600784859,666.344653179837
"Canada",2021-01-29,101175,836024,101175,22942,37981846,"North America",872474,2663.77258230156,22011.1471148611,604.025407295896
"Canada",2021-01-30,109501,842711,109501,21568,37981846,"North America",894042,2882.9825701468,22187.204908366,567.850230344254
"Canada",2021-01-31,111890,845339,111890,20111,37981846,"North America",914153,2945.88104011585,22256.3958581687,529.489798889712
"Canada",2021-02-01,116317,859175,116317,19363,37981846,"North America",933516,3062.43672305975,22620.6751509655,509.796179996096
"Canada",2021-02-02,121087,867115,121087,17107,37981846,"North America",950623,3188.02303605781,22829.7223889539,450.399382905191
"Canada",2021-02-03,130133,871335,130133,15735,37981846,"North America",966358,3426.18944850653,22940.8280998243,414.276862688559
"Canada",2021-02-04,142437,877629,142437,14863,37981846,"North America",981221,3750.13368228601,23106.5388448997,391.318526224344
"Canada",2021-02-05,155503,887398,155503,15100,37981846,"North America",996321,4094.14013210416,23363.7406670545,397.55834932299
"Canada",2021-02-06,168987,895383,168987,16023,37981846,"North America",1012344,4449.15183953934,23573.9726815806,421.859432529951
"Canada",2021-02-07,176584,900713,176584,17153,37981846,"North America",1029497,4649.16844747356,23714.3028803813,451.610487810413
"Canada",2021-02-08,187434,911312,187434,17608,37981846,"North America",1047105,4934.83123490101,23993.3572475651,463.589895025113
"Canada",2021-02-09,204059,920458,204059,19474,37981846,"North America",1066579,5372.54034466887,24234.1564967643,512.718628789132
"Canada",2021-02-10,223991,930286,223991,21830,37981846,"North America",1088409,5897.31736577522,24492.9116926018,574.748262630521
"Canada",2021-02-11,244100,942589,244100,23803,37981846,"North America",1112212,6426.75450792992,24816.8295980137,626.694131717558
"Canada",2021-02-12,266826,955013,266826,25563,37981846,"North America",1137775,7025.09298784477,25143.9332358938,673.032058526065
"Canada",2021-02-13,287470,967606,287470,27244,37981846,"North America",1165019,7568.61580661456,25475.4863678822,717.290044301691
"Canada",2021-02-14,301732,971168,301732,27943,37981846,"North America",1192962,7944.1109839685,25569.2680129344,735.69357318757
"Canada",2021-02-15,309982,972779,309982,26288,37981846,"North America",1219250,8161.32001588338,25611.6830129847,692.12012496707
"Canada",2021-02-16,327770,981148,327770,26343,37981846,"North America",1245593,8629.64901705936,25832.0251206326,693.568185179836
"Canada",2021-02-17,343423,985975,343423,25017,37981846,"North America",1270610,9041.76695361252,25959.1121505785,658.656769868426
"Canada",2021-02-18,363132,993291,363132,24248,37981846,"North America",1294858,9560.67274876529,26151.7304872438,638.410255257209
"Canada",2021-02-19,387694,1016579,387694,26062,37981846,"North America",1320920,10207.350111419,26764.8655096964,686.169913910977
"Canada",2021-02-20,404466,1049514,404466,28415,37981846,"North America",1349335,10648.9294912101,27631.9902934681,748.120562649851
"Canada",2021-02-21,417478,1078899,417478,31925,37981846,"North America",1381260,10991.514209183,28405.6493725976,840.533132591818
"Canada",2021-02-22,449546,1108564,449546,39336,37981846,"North America",1420596,11835.812298328,29186.6803946285,1035.65266417014
"Canada",2021-02-23,467772,1138700,467772,42508,37981846,"North America",1463104,12315.6731244711,29980.1120777542,1119.16624589547
"Canada",2021-02-24,482047,1170515,482047,46166,37981846,"North America",1509270,12691.5105706026,30817.7490899205,1215.47541422816
"Canada",2021-02-25,498860,1212595,498860,50719,37981846,"North America",1559989,13134.1694134614,31925.6467945239,1335.34847147766
"Canada",2021-02-26,511975,1266731,511975,53490,37981846,"North America",1613479,13479.4659532873,33350.9592977656,1408.30437783356
"Canada",2021-02-27,519782,1320653,519782,55208,37981846,"North America",1668687,13685.0115183975,34770.6375303612,1453.53651320686
"Canada",2021-02-28,525025,1362034,525025,55812,37981846,"North America",1724499,13823.0511492253,35860.1317060787,1469.43884717978
"Canada",2021-03-01,538239,1407961,538239,55441,37981846,"North America",1779940,14170.9541974342,37069.3146404732,1459.67102283549
"Canada",2021-03-02,548204,1470034,548204,58824,37981846,"North America",1838764,14433.3163796199,38703.5953966008,1548.73989010434
"Canada",2021-03-03,554427,1537273,554427,62734,37981846,"North America",1901498,14597.1578106025,40473.8884992583,1651.68380704824
"Canada",2021-03-04,558882,1610535,558882,65423,37981846,"North America",1966921,14714.4506878365,42402.7573593974,1722.48078726874
"Canada",2021-03-05,561971,1693203,561971,68067,37981846,"North America",2034988,14795.7790150589,44579.270844287,1792.09299095152
"Canada",2021-03-06,564217,1765405,564217,69884,37981846,"North America",2104872,14854.9125284748,46480.231634871,1839.9316347078
"Canada",2021-03-07,565719,1821470,565719,71447,37981846,"North America",2176319,14894.457736467,47956.3315590295,1881.08287311786
"Canada",2021-03-08,575602,1898266,575602,75381,37981846,"North America",2251700,15154.6609925173,49978.2448699308,1984.65867088187
"Canada",2021-03-09,579032,1964221,579032,75002,37981846,"North America",2326702,15244.9672930589,51714.7323487121,1974.68021959754
"Canada",2021-03-10,583483,2037806,583483,75656,37981846,"North America",2402358,15362.1548568229,53652.1052715553,1991.8989719457
"Canada",2021-03-11,587651,2131666,587651,78557,37981846,"North America",2480915,15471.8914925831,56123.285845559,2068.27756607723
"Canada",2021-03-12,590674,2239490,590674,82141,37981846,"North America",2563056,15551.4821475502,58962.1157434002,2162.63843521455
"Canada",2021-03-13,593331,2340676,593331,86341,37981846,"North America",2649397,15621.4366200105,61626.1779377443,2273.21757873485
"Canada",2021-03-14,595333,2431332,595333,91354,37981846,"North America",2740751,15674.1460117552,64013.0024222625,2405.20168503658
"Canada",2021-03-15,600918,2550387,600918,96777,37981846,"North America",2837528,15821.1899442697,67147.5262155504,2547.9804220153
"Canada",2021-03-16,604921,2666388,604921,104008,37981846,"North America",2941536,15926.5823993915,70201.6431744787,2738.36084744275
"Canada",2021-03-17,610071,2799925,610071,112672,37981846,"North America",3054208,16062.1734920414,73717.4543859717,2966.46982350463
"Canada",2021-03-18,615681,2950647,615681,121002,37981846,"North America",3175210,16209.8756337436,77685.7185930352,3185.78512481989
"Canada",2021-03-19,621601,3107711,621601,128450,37981846,"North America",3303660,16365.7395693722,81820.9573068144,3381.8788059959
"Canada",2021-03-20,626214,3236471,626214,132668,37981846,"North America",3436328,16487.192328672,85210.9979067368,3492.93186013128
"Canada",2021-03-21,629956,3324329,629956,132517,37981846,"North America",3568845,16585.7130798751,87524.1556189765,3488.95627663805
"Canada",2021-03-22,633459,3464475,633459,135233,37981846,"North America",3704078,16677.9413512445,91213.9710113089,3560.46412278118
"Cayman Islands",2021-01-03,0,12652.0769230769,0,275,66280,"North America",598041.3125,0,190888.306021076,4149.06457453229
"Cayman Islands",2021-01-07,2092.7037037037,113987.5,2092.7037037037,275,66280,"North America",599141.3125,31573.6829164711,1719787.26614363,4149.06457453229
"Cayman Islands",2021-01-08,3903.18518518519,133651.5,3903.18518518519,275,66280,"North America",599416.3125,58889.3359261494,2016468.01448401,4149.06457453229
"Cayman Islands",2021-01-09,5663.33333333333,150531.5,5663.33333333333,275,66280,"North America",599691.3125,85445.5843894589,2271145.14182257,4149.06457453229
"Cayman Islands",2021-01-10,42756.9,162210.5,42756.9,275,66280,"North America",599966.3125,645095.051297526,2447352.14242607,4149.06457453229
"Cayman Islands",2021-01-11,44688.1,181933.5,44688.1,275,66280,"North America",600241.3125,674232.045866023,2744923.05371153,4149.06457453229
"Cayman Islands",2021-01-12,46170.8,196574.5,46170.8,275,66280,"North America",600516.3125,696602.293301147,2965819.25165963,4149.06457453229
"Cayman Islands",2021-01-13,8674.5,206796,8674.5,275,66280,"North America",600791.3125,130876.584188292,3120036.2100181,4149.06457453229
"Cayman Islands",2021-01-14,13481.5,225587.5,13481.5,275,66280,"North America",601066.3125,203402.232951116,3403553.10802655,4149.06457453229
"Cayman Islands",2021-01-15,17419,247462,17419,275,66280,"North America",601341.3125,262809.293904647,3733584.7917924,4149.06457453229
"Cayman Islands",2021-01-16,18572,264156,18572,275,66280,"North America",601616.3125,280205.190102595,3985455.64272782,4149.06457453229
"Cayman Islands",2021-01-17,19762.5,276691,19762.5,275,66280,"North America",601891.3125,298166.867833434,4174577.54978877,4149.06457453229
"Cayman Islands",2021-01-18,20137,303801,20137,275,66280,"North America",602166.3125,303817.13940857,4583599.87929994,4149.06457453229
"Cayman Islands",2021-01-19,22777.5,330333,22777.5,275,66280,"North America",602441.3125,343655.703077852,4983901.62945081,4149.06457453229
"Cayman Islands",2021-01-20,30797,348262.5,30797,275,66280,"North America",602716.3125,464649.969824985,5254413.09595655,4149.06457453229
"Cayman Islands",2021-01-21,35865,366036.5,35865,275,66280,"North America",602991.3125,541113.458056729,5522578.45503923,4149.06457453229
"Cayman Islands",2021-01-22,41251.5,379727,41251.5,275,66280,"North America",603266.3125,622382.317441159,5729133.97706699,4149.06457453229
"Cayman Islands",2021-01-23,45561.5,387733,45561.5,275,66280,"North America",603541.3125,687409.474954737,5849924.56246228,4149.06457453229
"Cayman Islands",2021-01-24,48123.5,392777.5,48123.5,275,66280,"North America",603816.3125,726063.669281835,5926033.49426675,4149.06457453229
"Cayman Islands",2021-01-25,55023.5,398335,55023.5,275,66280,"North America",604091.3125,830167.471333736,6009882.31744116,4149.06457453229
"Cayman Islands",2021-01-26,62407,405512,62407,275,66280,"North America",604366.3125,941566.083283042,6118165.35908268,4149.06457453229
"Cayman Islands",2021-01-27,46295.5,433076,46295.5,275,66280,"North America",604641.3125,698483.705491853,6534037.41701871,4149.06457453229
"Cayman Islands",2021-01-28,51169.5,440553.5,51169.5,275,66280,"North America",604916.3125,772020.217260109,6646854.25467713,4149.06457453229
"Cayman Islands",2021-01-29,55787.5,446524,55787.5,275,66280,"North America",605191.3125,841694.327097164,6736934.21846711,4149.06457453229
"Cayman Islands",2021-01-30,59950.5,449867.5,59950.5,275,66280,"North America",605466.3125,904503.621001811,6787379.29993965,4149.06457453229
"Cayman Islands",2021-01-31,61145,451181.5,61145,275,66280,"North America",605741.3125,922525.648762824,6807204.28485214,4149.06457453229
"Cayman Islands",2021-02-01,63358.5,458099.5,63358.5,275,66280,"North America",606016.3125,955921.846710923,6911579.66203983,4149.06457453229
"Cayman Islands",2021-02-02,65746.5,468663,65746.5,275,66280,"North America",606291.3125,991950.814725407,7070956.54797827,4149.06457453229
"Cayman Islands",2021-02-03,70269.5,555946.5,70269.5,275,66280,"North America",606566.3125,1060191.61134581,8387847.01267351,4149.06457453229
"Cayman Islands",2021-02-04,3197,7811,3197,275,66280,"North America",606841.3125,48234.7616173808,117848.521424261,4149.06457453229
"Cayman Islands",2021-02-05,84343.5,735314,84343.5,310,66280,"North America",607151.3125,1272533.1925166,11094055.5220278,4677.12733856367
"Cayman Islands",2021-02-06,91088,753242.5,91088,345,66280,"North America",607496.3125,1374290.88714544,11364551.901026,5205.19010259505
"Cayman Islands",2021-02-07,94886.5,760225,94886.5,380,66280,"North America",607876.3125,1431600.78455039,11469900.4224502,5733.25286662643
"Cayman Islands",2021-02-08,106195,876240.5,106195,415,66280,"North America",608291.3125,1602217.86360893,13220285.1538926,6261.31563065781
"Cayman Islands",2021-02-09,4770,8839,4770,450,66280,"North America",608741.3125,71967.4109837055,133358.47917924,6789.3783946892
"Cayman Islands",2021-02-10,5174,8912,5174,479,66280,"North America",609220.3125,78062.764031382,134459.867229934,7226.91611345806
"Cayman Islands",2021-02-11,149808,1274946,149808,544,66280,"North America",609764.3125,2260229.33011466,19235757.3928787,8207.60410380205
"Cayman Islands",2021-02-12,6371,9172,6371,574,66280,"North America",610338.3125,96122.5105612553,138382.61919131,8660.22933011467
"Cayman Islands",2021-02-13,171613.5,1416819,171613.5,533,66280,"North America",610871.3125,2589219.97585999,21376267.3506337,8041.64152082076
"Cayman Islands",2021-02-14,178744.5,1420832.5,178744.5,492,66280,"North America",611363.3125,2696808.9921545,21436821.0621605,7423.05371152686
"Cayman Islands",2021-02-15,182869.5,1554549.5,182869.5,452,66280,"North America",611815.3125,2759044.96077248,23454277.3083887,6819.5534097767
"Cayman Islands",2021-02-16,191768.5,1668731,191768.5,411,66280,"North America",612226.3125,2893308.69040434,25176991.5509958,6200.9656004828
"Cayman Islands",2021-02-17,6942,9783,6942,377,66280,"North America",612603.3125,104737.477368739,147601.086300543,5687.99034399517
"Cayman Islands",2021-02-18,209449.5,1846409,209449.5,313,66280,"North America",612916.3125,3160070.91128546,27857709.7163549,4722.38986119493
"Cayman Islands",2021-02-19,7008,10277,7008,249,66280,"North America",613165.3125,105733.252866626,155054.315027158,3756.78937839469
"Cayman Islands",2021-02-20,7638,10521,7638,340,66280,"North America",613505.3125,115238.382619191,158735.666867833,5129.75256487628
"Cayman Islands",2021-02-21,236622.5,1965662.5,236622.5,391,66280,"North America",613896.3125,3570043.75377188,29656947.7972239,5899.21544960772
"Cayman Islands",2021-02-22,252667,2034545,252667,442,66280,"North America",614338.3125,3812115.26855763,30696213.0356065,6668.67833433917
"Cayman Islands",2021-02-23,7693,12245,7693,493,66280,"North America",614831.3125,116068.195534098,184746.529873265,7438.14121907061
"Cayman Islands",2021-02-24,7758,12710,7758,535,66280,"North America",615366.3125,117048.883524442,191762.22088111,8071.81653590827
"Cayman Islands",2021-02-25,277502,2219489,277502,586,66280,"North America",615952.3125,4186813.51840676,33486557.0307785,8841.27942063971
"Cayman Islands",2021-02-26,284118,2285564,284118,615,66280,"North America",616567.3125,4286632.46831623,34483464.091732,9278.81713940857
"Cayman Islands",2021-02-27,288023.5,2317530,288023.5,559,66280,"North America",617126.3125,4345556.72902836,34965751.3578757,8433.91671695836
"Cayman Islands",2021-02-28,290645,2338396.5,290645,544,66280,"North America",617670.3125,4385108.63005432,35280574.8340374,8207.60410380205
"Cayman Islands",2021-03-01,297452,2429817.5,297452,528,66280,"North America",618198.3125,4487809.29390465,36659889.8611949,7966.20398310199
"Cayman Islands",2021-03-02,308633,2540259.5,308633,512,66280,"North America",618710.3125,4656502.71575136,38326184.3693422,7724.80386240193
"Cayman Islands",2021-03-03,388644,2652655,388644,506,66280,"North America",619216.3125,5863669.28183464,40021952.3234762,7634.27881713941
"Cayman Islands",2021-03-04,473611.5,2761488,473611.5,598,66280,"North America",619814.3125,7145617.07905854,41663971.0319855,9022.32951116475
"Cayman Islands",2021-03-05,8878,17702,8878,713,66280,"North America",620527.3125,133946.891973446,267079.058539529,10757.3928786964
"Cayman Islands",2021-03-06,568966.5,2911751,568966.5,754,66280,"North America",621281.3125,8584286.36089318,43931065.1780326,11375.9806879903
"Cayman Islands",2021-03-07,573141.5,2940316,573141.5,795,66280,"North America",622076.3125,8647276.70488835,44362039.8310199,11994.5684972842
"Cayman Islands",2021-03-08,684876.5,3046823.5,684876.5,836,66280,"North America",622912.3125,10333079.3602897,45968972.5407363,12613.1563065782
"Cayman Islands",2021-03-09,805114.5,3149178.5,805114.5,877,66280,"North America",623789.3125,12147171.0923355,47513254.3753772,13231.7441158721
"Cayman Islands",2021-03-10,939577.5,3253694.5,939577.5,918,66280,"North America",624707.3125,14175882.6191913,49090140.3138202,13850.331925166
"Cayman Islands",2021-03-11,1063951,3385971.5,1063951,845,66280,"North America",625552.3125,16052368.7386844,51085870.5491853,12748.9438744719
"Cayman Islands",2021-03-12,10116,21864,10116,771,66280,"North America",626323.3125,152625.226312613,329873.264936632,11632.4683162342
"Cayman Islands",2021-03-13,1190986.5,3577886.5,1190986.5,804,66280,"North America",627127.3125,17969017.8032589,53981389.5594448,12130.356065178
"Cayman Islands",2021-03-14,1193901,3624563.5,1193901,837,66280,"North America",627964.3125,18012990.3439952,54685629.1490646,12628.2438141219
"Cayman Islands",2021-03-15,1332561,3762765,1332561,870,66280,"North America",628834.3125,20105024.1400121,56770745.3228727,13126.1315630658
"Cayman Islands",2021-03-16,11648,24366,11648,903,66280,"North America",629737.3125,175739.287869644,367622.208811104,13624.0193120097
"Cayman Islands",2021-03-17,1566108,4045761.5,1566108,958,66280,"North America",630695.3125,23628666.2643331,61040457.1514786,14453.8322269161
"Cayman Islands",2021-03-18,12347,25957,12347,1014,66280,"North America",631709.3125,186285.455642728,391626.433313217,15298.7326493663
"Cayman Islands",2021-03-19,12824,26321,12824,1024,66280,"North America",632733.3125,193482.196741098,397118.286059143,15449.6077248039
"Cayman Islands",2021-03-20,1748850.5,4418532.5,1748850.5,976,66280,"North America",633709.3125,26385795.1116476,66664642.4260712,14725.4073627037
"Cayman Islands",2021-03-21,1751301.5,4463888,1751301.5,929,66280,"North America",634638.3125,26422774.5926373,67348943.8744719,14016.2945081473
"Cayman Islands",2021-03-22,13544,27611,13544,882,66280,"North America",635520.3125,204345.202172601,416581.170790585,13307.1816535908
"Chile",2021-01-03,0,8649,0,160852,19235067,"South America",1323325.625,0,449.647510975657,8362.43512954751
"Chile",2021-01-07,2012.40740740741,10702,2012.40740740741,293,19235067,"South America",1324233.625,104.621803885966,556.379658048501,15.2325957585695
"Chile",2021-01-08,3753.37037037037,10702,3753.37037037037,293,19235067,"South America",1324526.625,195.131650457488,556.379658048501,15.2325957585695
"Chile",2021-01-09,5446.66666666667,10702,5446.66666666667,293,19235067,"South America",1324819.625,283.163384180916,556.379658048501,15.2325957585695
"Chile",2021-01-10,79629.8,10702,79629.8,293,19235067,"South America",1325112.625,4139.82441548033,556.379658048501,15.2325957585695
"Chile",2021-01-11,83492.2,10702,83492.2,235,19235067,"South America",1325347.625,4340.62433991002,556.379658048501,12.2172696357127
"Chile",2021-01-12,86295.6,10702,86295.6,29,19235067,"South America",1325376.625,4486.36856840686,556.379658048501,1.50766306142838
"Chile",2021-01-13,1029,10703,1029,147,19235067,"South America",1325523.625,53.4960444899932,556.431646429929,7.64229206999903
"Chile",2021-01-14,5825,12821,5825,1135,19235067,"South America",1326658.625,302.83232182139,666.543038295629,59.0068129214211
"Chile",2021-01-15,8297,13778,8297,1625,19235067,"South America",1328283.625,431.347600712802,716.295919322766,84.4811198214178
"Chile",2021-01-16,8364,13801,8364,1638,19235067,"South America",1329921.625,434.830822268516,717.491652095623,85.1569687799892
"Chile",2021-01-17,8364,13801,8364,1638,19235067,"South America",1331559.625,434.830822268516,717.491652095623,85.1569687799892
"Chile",2021-01-18,8364,24846,8364,3215,19235067,"South America",1334774.625,434.830822268516,1291.70332497412,167.142646292836
"Chile",2021-01-19,8366,44202,8366,5981,19235067,"South America",1340755.625,434.934799031373,2297.99043590542,310.942509324246
"Chile",2021-01-20,8366,53511,8366,7164,19235067,"South America",1347919.625,434.934799031373,2781.95027862393,372.444764554238
"Chile",2021-01-21,8366,56573,8366,6613,19235067,"South America",1354532.625,434.934799031373,2941.1387025582,343.799166387099
"Chile",2021-01-22,8366,56985,8366,6182,19235067,"South America",1360714.625,434.934799031373,2962.55791570677,321.392173991388
"Chile",2021-01-23,8366,56985,8366,6169,19235067,"South America",1366883.625,434.934799031373,2962.55791570677,320.716325032816
"Chile",2021-01-24,8366,56985,8366,6169,19235067,"South America",1373052.625,434.934799031373,2962.55791570677,320.716325032816
"Chile",2021-01-25,9766,57002,9766,4794,19235067,"South America",1377846.625,507.718533031364,2963.44171819105,249.23230056854
"Chile",2021-01-26,10361,57023,10361,2117,19235067,"South America",1379963.625,538.65161998136,2964.53347420105,110.059403484272
"Chile",2021-01-27,10395,57024,10395,792,19235067,"South America",1380755.625,540.419224949931,2964.58546258248,41.1747980914233
"Chile",2021-01-28,10395,57024,10395,354,19235067,"South America",1381109.625,540.419224949931,2964.58546258248,18.4038870257119
"Chile",2021-01-29,10400,57024,10400,296,19235067,"South America",1381405.625,540.679166857074,2964.58546258248,15.3885609028552
"Chile",2021-01-30,10400,57024,10400,296,19235067,"South America",1381701.625,540.679166857074,2964.58546258248,15.3885609028552
"Chile",2021-01-31,10400,57024,10400,296,19235067,"South America",1381997.625,540.679166857074,2964.58546258248,15.3885609028552
"Chile",2021-02-01,10400,57024,10400,94,19235067,"South America",1382091.625,540.679166857074,2964.58546258248,4.88690785428509
"Chile",2021-02-02,10406,70211,10406,1890,19235067,"South America",1383981.625,540.991097145645,3650.15624848096,98.2580408999875
"Chile",2021-02-03,10406,240558,10406,26221,19235067,"South America",1410202.625,540.991097145645,12506.2210596927,1363.1873494384
"Chile",2021-02-04,12514,414603,12514,51385,19235067,"South America",1461587.625,650.58260519706,21554.5389054273,2671.4229797068
"Chile",2021-02-05,13184,583230,13184,75570,19235067,"South America",1537157.625,685.414820754199,30321.1837005819,3928.76198455664
"Chile",2021-02-06,13189,611102,13189,79552,19235067,"South America",1616709.625,685.674762661341,31770.2038677588,4135.77971940519
"Chile",2021-02-07,13189,619737,13189,80786,19235067,"South America",1697495.625,685.674762661341,32219.1235413945,4199.93338208804
"Chile",2021-02-08,24956,841169,24956,114100,19235067,"South America",1811595.625,1297.42204693126,43731.0148178844,5931.87432099925
"Chile",2021-02-09,44315,1083616,44315,149616,19235067,"South America",1961211.625,2303.86512300685,56335.4419300957,7778.29367581615
"Chile",2021-02-10,52643,1356083,52643,165395,19235067,"South America",2126606.625,2736.82436354394,70500.5602527925,8598.61834637748
"Chile",2021-02-11,55516,1607303,55516,176529,19235067,"South America",2303135.625,2886.1869833882,83561.0814352765,9177.45698520312
"Chile",2021-02-12,55723,1836521,55723,185119,19235067,"South America",2488254.625,2896.94857834392,95477.7542495693,9624.03718167449
"Chile",2021-02-13,55757,1866032,55757,185357,19235067,"South America",2673611.625,2898.71618331249,97011.9833739077,9636.41041645449
"Chile",2021-02-14,55757,1870497,55757,184761,19235067,"South America",2858372.625,2898.71618331249,97244.1114969862,9605.42534112306
"Chile",2021-02-15,55757,2136320,55757,189422,19235067,"South America",3047794.625,2898.71618331249,111063.819013472,9847.7431869616
"Chile",2021-02-16,55767,2356314,55767,183450,19235067,"South America",3231244.625,2899.23606712677,122500.950997467,9537.26857307022
"Chile",2021-02-17,55767,2544301,55767,170192,19235067,"South America",3401436.625,2899.23606712677,132274.090857079,8848.0066120903
"Chile",2021-02-18,55767,2699527,55767,156068,19235067,"South America",3557504.625,2899.23606712677,140344.039352709,8113.72271279325
"Chile",2021-02-19,55767,2841624,55767,143592,19235067,"South America",3701096.625,2899.23606712677,147731.432388564,7465.11566609048
"Chile",2021-02-20,55767,2851262,55767,140749,19235067,"South America",3841845.625,2899.23606712677,148232.496408773,7317.31269768907
"Chile",2021-02-21,55767,2852426,55767,140277,19235067,"South America",3982122.625,2899.23606712677,148293.010884755,7292.77418165479
"Chile",2021-02-22,55788,2960526,55788,117748,19235067,"South America",4099870.625,2900.32782313677,153912.954917183,6121.52793645065
"Chile",2021-02-23,55828,3054642,55828,99770,19235067,"South America",4199640.625,2902.40735839392,158805.893423714,5186.88081512791
"Chile",2021-02-24,56000,3140664,56000,85228,19235067,"South America",4284868.625,2911.34935999963,163278.037970962,4430.86577239372
"Chile",2021-02-25,56144,3226383,56144,75319,19235067,"South America",4360187.625,2918.83568692534,167734.430038637,3915.71290081807
"Chile",2021-02-26,56261,3304397,56261,66181,19235067,"South America",4426368.625,2924.91832755249,171790.251627405,3440.64307132385
"Chile",2021-02-27,56265,3314407,56265,66235,19235067,"South America",4492603.625,2925.1262810782,172310.655325505,3443.45044392099
"Chile",2021-02-28,56265,3314759,56265,66119,19235067,"South America",4558722.625,2925.1262810782,172328.955235768,3437.41979167528
"Chile",2021-03-01,56665,3451674,56665,70289,19235067,"South America",4629011.625,2945.92163364963,179446.94447906,3654.21134223239
"Chile",2021-03-02,69062,3610485,69062,81297,19235067,"South America",4710308.625,3590.42159821954,187703.271322112,4226.49944499803
"Chile",2021-03-03,222861,3768037,222861,113462,19235067,"South America",4823770.625,11586.1826735514,195894.144792945,5898.70573364782
"Chile",2021-03-04,388341,3912441,388341,145465,19235067,"South America",4969235.625,20189.2200323503,203401.475024756,7562.48990450618
"Chile",2021-03-05,549554,4048371,549554,176752,19235067,"South America",5145987.625,28570.4229675935,210468.25571234,9189.05039426169
"Chile",2021-03-06,573716,4058097,573716,180163,19235067,"South America",5326150.625,29826.5662396705,210973.894710115,9366.38276331452
"Chile",2021-03-07,580564,4059162,580564,181243,19235067,"South America",5507393.625,30182.5826756933,211029.262336336,9422.53021525737
