country,date,daily_vaccinations,population,continent,cumsum_total_vaccination,people_vaccinated,people_fully_vaccinated,people_fully_vaccinated_per_million,people_vaccinated_per_million,daily_vaccinated_per_million
Latvia,2021-03-19,848.0,1870977,Europe,490822.614230685,83456.0,18947.0,10127.0,44606.0,453.239136558066
Latvia,2021-03-20,749.0,1870977,Europe,491571.614230685,83848.0,18948.0,10128.0,44815.0,400.325605285367
Latvia,2021-03-21,512.0,1870977,Europe,492083.614230685,83872.0,18950.0,10128.0,44828.0,273.653818299209
Latvia,2021-03-22,568.0,1870977,Europe,492651.614230685,85904.0,19177.0,10250.0,45914.0,303.584704675685
Lebanon,2021-02-13,391.0,6803188,Asia,422980.261060973,0.0,0.0,0.0,0.0,57.4730552793778
Lebanon,2021-02-14,48.0,6803188,Asia,423028.261060973,0.0,0.0,0.0,0.0,7.05551573762183
Lebanon,2021-02-15,640.0,6803188,Asia,423668.261060973,0.0,0.0,0.0,0.0,94.0735431682911
Lebanon,2021-02-16,1089.0,6803188,Asia,424757.261060973,0.0,0.0,0.0,0.0,160.072013297295
Lebanon,2021-02-17,1483.0,6803188,Asia,426240.261060973,0.0,0.0,0.0,0.0,217.986038310275
Lebanon,2021-02-18,1921.0,6803188,Asia,428161.261060973,0.0,0.0,0.0,0.0,282.367619416074
Lebanon,2021-02-19,2222.0,6803188,Asia,430383.261060973,0.0,0.0,0.0,0.0,326.611582687411
Lebanon,2021-02-20,1904.0,6803188,Asia,432287.261060973,0.0,0.0,0.0,0.0,279.868790925666
Lebanon,2021-02-21,1897.0,6803188,Asia,434184.261060973,0.0,0.0,0.0,0.0,278.839861547263
Lebanon,2021-02-22,2393.0,6803188,Asia,436577.261060973,0.0,0.0,0.0,0.0,351.746857502688
Lebanon,2021-02-23,2616.0,6803188,Asia,439193.261060973,0.0,0.0,0.0,0.0,384.52560770039
Lebanon,2021-02-24,2780.0,6803188,Asia,441973.261060973,0.0,0.0,0.0,0.0,408.631953137264
Lebanon,2021-02-25,2888.0,6803188,Asia,444861.261060973,0.0,0.0,0.0,0.0,424.506863546914
Lebanon,2021-02-26,3095.0,6803188,Asia,447956.261060973,0.0,0.0,0.0,0.0,454.933775165408
Lebanon,2021-02-27,3095.0,6803188,Asia,451051.261060973,0.0,0.0,0.0,0.0,454.933775165408
Lebanon,2021-02-28,3895.0,6803188,Asia,454946.261060973,0.0,0.0,0.0,0.0,572.525704125772
Lebanon,2021-03-01,3975.0,6803188,Asia,458921.261060973,0.0,0.0,0.0,0.0,584.284897021808
Lebanon,2021-03-02,3721.0,6803188,Asia,462642.261060973,0.0,0.0,0.0,0.0,546.949459576893
Lebanon,2021-03-03,4170.0,6803188,Asia,466812.261060973,0.0,0.0,0.0,0.0,612.947929705897
Lebanon,2021-03-04,3951.0,6803188,Asia,470763.261060973,0.0,0.0,0.0,0.0,580.757139152997
Lebanon,2021-03-05,3650.0,6803188,Asia,474413.261060973,0.0,0.0,0.0,0.0,536.51317588166
Lebanon,2021-03-06,3678.0,6803188,Asia,478091.261060973,0.0,0.0,0.0,0.0,540.628893395273
Lebanon,2021-03-07,2962.0,6803188,Asia,481053.261060973,0.0,0.0,0.0,0.0,435.384116975747
Lebanon,2021-03-08,2593.0,6803188,Asia,483646.261060973,0.0,0.0,0.0,0.0,381.144839742779
Lebanon,2021-03-09,2478.0,6803188,Asia,486124.261060973,0.0,0.0,0.0,0.0,364.240999954727
Lebanon,2021-03-10,4662.0,6803188,Asia,490786.261060973,75341.0,11875.0,1746.0,11074.0,685.266966016521
Lebanon,2021-03-11,4928.0,6803188,Asia,495714.261060973,76883.0,15084.0,2217.0,11301.0,724.366282395841
Lebanon,2021-03-12,5050.0,6803188,Asia,500764.261060973,78177.0,17711.0,2603.0,11491.0,742.299051562297
Lebanon,2021-03-13,5442.0,6803188,Asia,506206.261060973,79385.0,19448.0,2859.0,11669.0,799.919096752875
Lebanon,2021-03-14,5778.0,6803188,Asia,511984.261060973,80594.0,21186.0,3114.0,11846.0,849.307706916228
Lebanon,2021-03-15,5817.0,6803188,Asia,517801.261060973,81802.0,22923.0,3369.0,12024.0,855.040313453046
Lebanon,2021-03-16,7170.0,6803188,Asia,524971.261060973,86098.0,29066.0,4272.0,12656.0,1053.91766330726
Lebanon,2021-03-17,4811.0,6803188,Asia,529782.261060973,88219.0,32671.0,4802.0,12967.0,707.168462785388
Lebanon,2021-03-18,5360.0,6803188,Asia,535142.261060973,90974.0,38513.0,5661.0,13372.0,787.865924034438
Lebanon,2021-03-19,5627.0,6803188,Asia,540769.261060973,92573.0,42704.0,6277.0,13607.0,827.112230324959
Lebanon,2021-03-20,5216.0,6803188,Asia,545985.261060973,92597.0,42752.0,6284.0,13611.0,766.699376821572
Lebanon,2021-03-21,5234.0,6803188,Asia,551219.261060973,93801.0,44619.0,6559.0,13788.0,769.345195223181
Lebanon,2021-03-22,6199.0,6803188,Asia,557418.261060973,98022.0,50097.0,7364.0,14408.0,911.19045953162
Liechtenstein,2021-02-03,3123.33333333333,38207,Europe,421097.907891261,0.0,0.0,0.0,0.0,81747.6727650255
Liechtenstein,2021-02-04,26.0,38207,Europe,421123.907891261,0.0,0.0,0.0,0.0,680.503572643756
Liechtenstein,2021-02-05,26.0,38207,Europe,421149.907891261,0.0,0.0,0.0,0.0,680.503572643756
Liechtenstein,2021-02-06,26.0,38207,Europe,421175.907891261,0.0,0.0,0.0,0.0,680.503572643756
Liechtenstein,2021-02-07,26.0,38207,Europe,421201.907891261,0.0,0.0,0.0,0.0,680.503572643756
Liechtenstein,2021-02-08,26.0,38207,Europe,421227.907891261,0.0,0.0,0.0,0.0,680.503572643756
Liechtenstein,2021-02-09,26.0,38207,Europe,421253.907891261,0.0,0.0,0.0,0.0,680.503572643756
Liechtenstein,2021-02-10,26.0,38207,Europe,421279.907891261,0.0,0.0,0.0,0.0,680.503572643756
Liechtenstein,2021-02-11,28.0,38207,Europe,421307.907891261,0.0,0.0,0.0,0.0,732.850001308661
Liechtenstein,2021-02-12,29.0,38207,Europe,421336.907891261,0.0,0.0,0.0,0.0,759.023215641113
Liechtenstein,2021-02-13,31.0,38207,Europe,421367.907891261,0.0,0.0,0.0,0.0,811.369644306017
Liechtenstein,2021-02-14,32.0,38207,Europe,421399.907891261,0.0,0.0,0.0,0.0,837.542858638469
Liechtenstein,2021-02-15,45.0,38207,Europe,421444.907891261,0.0,0.0,0.0,0.0,1177.79464496035
Liechtenstein,2021-02-16,57.0,38207,Europe,421501.907891261,0.0,0.0,0.0,0.0,1491.87321694977
Liechtenstein,2021-02-17,69.0,38207,Europe,421570.907891261,0.0,0.0,0.0,0.0,1805.9517889392
Liechtenstein,2021-02-18,75.0,38207,Europe,421645.907891261,0.0,0.0,0.0,0.0,1962.99107493391
Liechtenstein,2021-02-19,81.0,38207,Europe,421726.907891261,0.0,0.0,0.0,0.0,2120.03036092863
Liechtenstein,2021-02-20,87.0,38207,Europe,421813.907891261,0.0,0.0,0.0,0.0,2277.06964692334
Liechtenstein,2021-02-21,92.0,38207,Europe,421905.907891261,0.0,0.0,0.0,0.0,2407.9357185856
Liechtenstein,2021-02-22,96.0,38207,Europe,422001.907891261,0.0,0.0,0.0,0.0,2512.62857591541
Liechtenstein,2021-02-23,99.0,38207,Europe,422100.907891261,0.0,0.0,0.0,0.0,2591.14821891276
Liechtenstein,2021-02-24,102.0,38207,Europe,422202.907891261,0.0,0.0,0.0,0.0,2669.66786191012
Liechtenstein,2021-02-25,105.0,38207,Europe,422307.907891261,0.0,0.0,0.0,0.0,2748.18750490748
Liechtenstein,2021-02-26,107.0,38207,Europe,422414.907891261,0.0,0.0,0.0,0.0,2800.53393357238
Liechtenstein,2021-02-27,110.0,38207,Europe,422524.907891261,0.0,0.0,0.0,0.0,2879.05357656974
Liechtenstein,2021-02-28,112.0,38207,Europe,422636.907891261,0.0,0.0,0.0,0.0,2931.40000523464
Liechtenstein,2021-03-01,99.0,38207,Europe,422735.907891261,0.0,0.0,0.0,0.0,2591.14821891276
Liechtenstein,2021-03-02,85.0,38207,Europe,422820.907891261,0.0,0.0,0.0,0.0,2224.72321825843
Liechtenstein,2021-03-03,72.0,38207,Europe,422892.907891261,0.0,0.0,0.0,0.0,1884.47143193656
Liechtenstein,2021-03-04,87.0,38207,Europe,422979.907891261,0.0,0.0,0.0,0.0,2277.06964692334
Liechtenstein,2021-03-05,103.0,38207,Europe,423082.907891261,0.0,0.0,0.0,0.0,2695.84107624257
Liechtenstein,2021-03-06,119.0,38207,Europe,423201.907891261,0.0,0.0,0.0,0.0,3114.61250556181
Liechtenstein,2021-03-07,134.0,38207,Europe,423335.907891261,0.0,0.0,0.0,0.0,3507.21072054859
Liechtenstein,2021-03-08,133.0,38207,Europe,423468.907891261,0.0,0.0,0.0,0.0,3481.03750621614
Liechtenstein,2021-03-09,132.0,38207,Europe,423600.907891261,0.0,0.0,0.0,0.0,3454.86429188369
Liechtenstein,2021-03-10,131.0,38207,Europe,423731.907891261,0.0,0.0,0.0,0.0,3428.69107755123
Liechtenstein,2021-03-11,107.0,38207,Europe,423838.907891261,0.0,0.0,0.0,0.0,2800.53393357238
Liechtenstein,2021-03-12,83.0,38207,Europe,423921.907891261,0.0,0.0,0.0,0.0,2172.37678959353
Liechtenstein,2021-03-13,58.0,38207,Europe,423979.907891261,0.0,0.0,0.0,0.0,1518.04643128223
Liechtenstein,2021-03-14,34.0,38207,Europe,424013.907891261,0.0,0.0,0.0,0.0,889.889287303374
Liechtenstein,2021-03-15,50.0,38207,Europe,424063.907891261,0.0,0.0,0.0,0.0,1308.66071662261
Liechtenstein,2021-03-16,66.0,38207,Europe,424129.907891261,0.0,0.0,0.0,0.0,1727.43214594184
Liechtenstein,2021-03-17,82.0,38207,Europe,424211.907891261,0.0,0.0,0.0,0.0,2146.20357526108
Lithuania,2020-12-27,22499.6,2694536,Europe,323169.05472155,2420.0,0.0,0.0,898.0,8350.08327964444
Lithuania,2020-12-28,2787.0,2694536,Europe,325956.05472155,5207.0,0.0,0.0,1932.0,1034.31537006743
Lithuania,2020-12-29,2887.0,2694536,Europe,328843.05472155,8194.0,0.0,0.0,3041.0,1071.42751108169
Lithuania,2020-12-30,2435.0,2694536,Europe,331278.05472155,9726.0,0.0,0.0,3610.0,903.68063369723
Lithuania,2020-12-31,1833.0,2694536,Europe,333111.05472155,9738.0,0.0,0.0,3614.0,680.265544791385
Lithuania,2021-01-01,1466.0,2694536,Europe,334577.05472155,9751.0,0.0,0.0,3617.0,544.063987269051
Lithuania,2021-01-02,1222.0,2694536,Europe,335799.05472155,9752.0,0.0,0.0,3618.0,453.510363194257
Lithuania,2021-01-03,1047.0,2694536,Europe,336846.05472155,9752.0,0.0,0.0,3618.0,388.564116419302
Lithuania,2021-01-04,649.0,2694536,Europe,337495.05472155,9752.0,0.0,0.0,3619.0,240.857795182547
Lithuania,2021-01-05,312.0,2694536,Europe,337807.05472155,10375.0,0.0,0.0,3850.0,115.789879964491
Lithuania,2021-01-06,593.0,2694536,Europe,338400.05472155,13875.0,0.0,0.0,5149.0,220.074996214562
Lithuania,2021-01-07,1183.0,2694536,Europe,339583.05472155,18030.0,0.0,0.0,6691.0,439.036628198695
Lithuania,2021-01-08,1922.0,2694536,Europe,341505.05472155,23203.0,0.0,0.0,8611.0,713.295350294077
Lithuania,2021-01-09,1965.0,2694536,Europe,343470.05472155,23507.0,0.0,0.0,8724.0,729.253570930208
Lithuania,2021-01-10,1965.0,2694536,Europe,345435.05472155,23510.0,0.0,0.0,8725.0,729.253570930208
Lithuania,2021-01-11,2281.0,2694536,Europe,347716.05472155,25719.0,0.0,0.0,9545.0,846.52793653527
Lithuania,2021-01-12,2490.0,2694536,Europe,350206.05472155,27806.0,0.0,0.0,10319.0,924.092311255073
Lithuania,2021-01-13,2881.0,2694536,Europe,353087.05472155,34040.0,0.0,0.0,12633.0,1069.20078262083
Lithuania,2021-01-14,3520.0,2694536,Europe,356607.05472155,42668.0,0.0,0.0,15835.0,1306.34736370195
Lithuania,2021-01-15,3820.0,2694536,Europe,360427.05472155,49940.0,0.0,0.0,18534.0,1417.68378674473
Lithuania,2021-01-16,3934.0,2694536,Europe,364361.05472155,51043.0,0.0,0.0,18943.0,1459.99162750099
Lithuania,2021-01-17,4095.0,2694536,Europe,368456.05472155,51085.0,1089.0,404.0,18959.0,1519.74217453395
Lithuania,2021-01-18,4424.0,2694536,Europe,372880.05472155,53927.0,2762.0,1025.0,20013.0,1641.84111847086
Lithuania,2021-01-19,5024.0,2694536,Europe,377904.05472155,56300.0,6676.0,2478.0,20894.0,1864.51396455642
Lithuania,2021-01-20,4629.0,2694536,Europe,382533.05472155,57936.0,8509.0,3158.0,21501.0,1717.92100755009
Lithuania,2021-01-21,3618.0,2694536,Europe,386151.05472155,58847.0,9147.0,3395.0,21839.0,1342.71726189593
Lithuania,2021-01-22,2635.0,2694536,Europe,388786.05472155,59170.0,9182.0,3408.0,21959.0,977.90491572575
Lithuania,2021-01-23,2479.0,2694536,Europe,391265.05472155,59178.0,9200.0,3414.0,21962.0,920.009975743505
Lithuania,2021-01-24,2325.0,2694536,Europe,393590.05472155,59229.0,9208.0,3417.0,21981.0,862.857278581544
Lithuania,2021-01-25,1687.0,2694536,Europe,395277.05472155,59280.0,9217.0,3421.0,22000.0,626.081818910566
Lithuania,2021-01-26,1232.0,2694536,Europe,396509.05472155,61751.0,9847.0,3654.0,22917.0,457.221577295683
Lithuania,2021-01-27,1720.0,2694536,Europe,398229.05472155,65580.0,12904.0,4789.0,24338.0,638.328825445271
Lithuania,2021-01-28,2509.0,2694536,Europe,400738.05472155,68966.0,16590.0,6157.0,25595.0,931.143618047783
Lithuania,2021-01-29,3603.0,2694536,Europe,404341.05472155,71954.0,21656.0,8037.0,26704.0,1337.15044074379
Lithuania,2021-01-30,3692.0,2694536,Europe,408033.05472155,72150.0,21872.0,8117.0,26776.0,1370.18024624648
Lithuania,2021-01-31,3686.0,2694536,Europe,411719.05472155,72158.0,22089.0,8198.0,26779.0,1367.95351778562
Lithuania,2021-02-01,4090.0,2694536,Europe,415809.05472155,73209.0,23920.0,8877.0,27169.0,1517.88656748323
Lithuania,2021-02-02,4199.0,2694536,Europe,420008.05472155,74865.0,26127.0,9696.0,27784.0,1558.33880118878
Lithuania,2021-02-03,4185.0,2694536,Europe,424193.05472155,76494.0,31287.0,11611.0,28389.0,1553.14310144678
Lithuania,2021-02-04,4580.0,2694536,Europe,428773.05472155,78025.0,39591.0,14693.0,28957.0,1699.73605845311
Lithuania,2021-02-05,4465.0,2694536,Europe,433238.05472155,78978.0,45887.0,17030.0,29310.0,1657.05709628671
Lithuania,2021-02-06,4479.0,2694536,Europe,437717.05472155,79047.0,46544.0,17273.0,29336.0,1662.2527960287
Lithuania,2021-02-07,4492.0,2694536,Europe,442209.05472155,79049.0,46639.0,17309.0,29337.0,1667.07737436056
Lithuania,2021-02-08,4459.0,2694536,Europe,446668.05472155,79275.0,49067.0,18210.0,29421.0,1654.83036782585
Lithuania,2021-02-09,4314.0,2694536,Europe,450982.05472155,80350.0,50839.0,18867.0,29820.0,1601.01776335518
Lithuania,2021-02-10,4222.0,2694536,Europe,455204.05472155,84868.0,52470.0,19473.0,31496.0,1566.87459362206
Lithuania,2021-02-11,4109.0,2694536,Europe,459313.05472155,92606.0,53775.0,19957.0,34368.0,1524.93787427594
Lithuania,2021-02-12,4113.0,2694536,Europe,463426.05472155,98908.0,54263.0,20138.0,36707.0,1526.42235991651
Lithuania,2021-02-13,4073.0,2694536,Europe,467499.05472155,99354.0,54751.0,20319.0,36872.0,1511.57750351081
Lithuania,2021-02-14,4391.0,2694536,Europe,471890.05472155,101328.0,55098.0,20448.0,37605.0,1629.59411193616
Lithuania,2021-02-15,4344.0,2694536,Europe,476234.05472155,103303.0,55444.0,20576.0,38338.0,1612.15140565945
Lithuania,2021-02-16,4013.0,2694536,Europe,480247.05472155,103624.0,55654.0,20654.0,38457.0,1489.31021890225
Lithuania,2021-02-17,4312.0,2694536,Europe,484559.05472155,107993.0,59530.0,22093.0,40079.0,1600.27552053489
Lithuania,2021-02-18,4637.0,2694536,Europe,489196.05472155,114497.0,64346.0,23880.0,42492.0,1720.88997883123
Lithuania,2021-02-19,5090.0,2694536,Europe,494286.05472155,121632.0,67657.0,25109.0,45140.0,1889.00797762583
Lithuania,2021-02-20,5170.0,2694536,Europe,499456.05472155,122579.0,67719.0,25132.0,45492.0,1918.69769043724
Lithuania,2021-02-21,5230.0,2694536,Europe,504686.05472155,124527.0,68506.0,25424.0,46215.0,1940.9649750458
Lithuania,2021-02-22,5289.0,2694536,Europe,509975.05472155,126475.0,69293.0,25716.0,46938.0,1962.86113824421
Lithuania,2021-02-23,6445.0,2694536,Europe,516420.05472155,133994.0,70398.0,26126.0,49728.0,2391.87748836905
Lithuania,2021-02-24,6933.0,2694536,Europe,523353.05472155,144735.0,71321.0,26469.0,53714.0,2572.98473651864
Lithuania,2021-02-25,7004.0,2694536,Europe,530357.05472155,155611.0,72261.0,26818.0,57751.0,2599.33435663877
Lithuania,2021-02-26,6934.0,2694536,Europe,537291.05472155,164532.0,73295.0,27201.0,61061.0,2573.35585792879
Lithuania,2021-02-27,6890.0,2694536,Europe,544181.05472155,165200.0,73310.0,27207.0,61309.0,2557.02651588251
Lithuania,2021-02-28,6557.0,2694536,Europe,550738.05472155,165609.0,73326.0,27213.0,61461.0,2433.44308630503
Lithuania,2021-03-01,7241.0,2694536,Europe,557979.05472155,172983.0,73471.0,27267.0,64198.0,2687.29013084256
Lithuania,2021-03-02,7333.0,2694536,Europe,565312.05472155,181657.0,74066.0,27487.0,67417.0,2721.43330057568
Lithuania,2021-03-03,7364.0,2694536,Europe,572676.05472155,191339.0,76266.0,28304.0,71010.0,2732.9380642901
Lithuania,2021-03-04,7866.0,2694536,Europe,580542.05472155,201543.0,81391.0,30206.0,74797.0,2919.24101218169
Lithuania,2021-03-05,8423.0,2694536,Europe,588965.05472155,210781.0,86010.0,31920.0,78225.0,3125.95563763112
Lithuania,2021-03-06,8413.0,2694536,Europe,597378.05472155,211022.0,86152.0,31946.0,78315.0,3122.24442352969
Lithuania,2021-03-07,8354.0,2694536,Europe,605732.05472155,211263.0,86153.0,31973.0,78404.0,3100.34826033128
Lithuania,2021-03-08,8550.0,2694536,Europe,614282.05472155,219190.0,87114.0,32330.0,81346.0,3173.08805671923
Lithuania,2021-03-09,8915.0,2694536,Europe,623197.05472155,229648.0,88481.0,32837.0,85227.0,3308.54737142128
Lithuania,2021-03-10,9437.0,2694536,Europe,632634.05472155,242629.0,91036.0,33785.0,90045.0,3502.27274751571
Lithuania,2021-03-11,7409.0,2694536,Europe,640043.05472155,243089.0,91711.0,34036.0,90216.0,2749.63852774652
Lithuania,2021-03-12,7962.0,2694536,Europe,648005.05472155,253673.0,98849.0,36685.0,94143.0,2954.86866755538
Lithuania,2021-03-13,8122.0,2694536,Europe,656127.05472155,254706.0,99206.0,36817.0,94527.0,3014.24809317819
Lithuania,2021-03-14,8125.0,2694536,Europe,664252.05472155,254729.0,99562.0,36950.0,94535.0,3015.36145740862
Lithuania,2021-03-15,7984.0,2694536,Europe,672236.05472155,261522.0,100672.0,37362.0,97056.0,2963.03333857852
Lithuania,2021-03-16,7739.0,2694536,Europe,679975.05472155,267019.0,105280.0,39072.0,99096.0,2872.10859309358
Lithuania,2021-03-17,7003.0,2694536,Europe,686978.05472155,269690.0,112993.0,41934.0,100088.0,2598.96323522863
Lithuania,2021-03-18,8026.0,2694536,Europe,695004.05472155,272428.0,118552.0,43997.0,101104.0,2978.62043780451
Lithuania,2021-03-19,6804.0,2694536,Europe,701808.05472155,275559.0,124594.0,46240.0,102266.0,2525.11007461025
Lithuania,2021-03-20,6620.0,2694536,Europe,708428.05472155,275762.0,124845.0,46333.0,102341.0,2456.82373514401
Lithuania,2021-03-21,6621.0,2694536,Europe,715049.05472155,275772.0,124863.0,46339.0,102345.0,2457.19485655415
Lithuania,2021-03-22,6546.0,2694536,Europe,721595.05472155,281871.0,126143.0,46814.0,104608.0,2429.36075079346
Luxembourg,2020-12-30,2590.5,633330,Europe,313986.644733656,1200.0,0.0,0.0,1895.0,4090.28468570887
Luxembourg,2020-12-31,62.0,633330,Europe,314048.644733656,1262.0,0.0,0.0,1993.0,97.8952520802741
Luxembourg,2021-01-01,62.0,633330,Europe,314110.644733656,1324.0,0.0,0.0,2090.0,97.8952520802741
Luxembourg,2021-01-02,62.0,633330,Europe,314172.644733656,1386.0,0.0,0.0,2188.0,97.8952520802741
Luxembourg,2021-01-03,62.0,633330,Europe,314234.644733656,1448.0,0.0,0.0,2286.0,97.8952520802741
Luxembourg,2021-01-04,62.0,633330,Europe,314296.644733656,1510.0,0.0,0.0,2384.0,97.8952520802741
Luxembourg,2021-01-05,62.0,633330,Europe,314358.644733656,1572.0,0.0,0.0,2481.0,97.8952520802741
Luxembourg,2021-01-06,62.0,633330,Europe,314420.644733656,1633.0,0.0,0.0,2579.0,97.8952520802741
Luxembourg,2021-01-07,62.0,633330,Europe,314482.644733656,1695.0,0.0,0.0,2677.0,97.8952520802741
Luxembourg,2021-01-08,62.0,633330,Europe,314544.644733656,1757.0,0.0,0.0,2775.0,97.8952520802741
Luxembourg,2021-01-09,62.0,633330,Europe,314606.644733656,1819.0,0.0,0.0,2872.0,97.8952520802741
Luxembourg,2021-01-10,62.0,633330,Europe,314668.644733656,1881.0,0.0,0.0,2970.0,97.8952520802741
Luxembourg,2021-01-11,62.0,633330,Europe,314730.644733656,1943.0,0.0,0.0,3068.0,97.8952520802741
Luxembourg,2021-01-12,114.0,633330,Europe,314844.644733656,2372.0,0.0,0.0,3745.0,180.000947373407
Luxembourg,2021-01-13,177.0,633330,Europe,315021.644733656,2871.0,0.0,0.0,4533.0,279.475155132395
Luxembourg,2021-01-14,220.0,633330,Europe,315241.644733656,3233.0,0.0,0.0,5105.0,347.370249317102
Luxembourg,2021-01-15,236.0,633330,Europe,315477.644733656,3407.0,0.0,0.0,5380.0,372.633540176527
Luxembourg,2021-01-16,252.0,633330,Europe,315729.644733656,3581.0,0.0,0.0,5654.0,397.896831035953
Luxembourg,2021-01-17,268.0,633330,Europe,315997.644733656,3755.0,0.0,0.0,5929.0,423.160121895378
Luxembourg,2021-01-18,375.0,633330,Europe,316372.644733656,4569.0,0.0,0.0,7214.0,592.108379517787
Luxembourg,2021-01-19,417.0,633330,Europe,316789.644733656,5294.0,0.0,0.0,8359.0,658.424518023779
Luxembourg,2021-01-20,475.0,633330,Europe,317264.644733656,6193.0,0.0,0.0,9778.0,750.003947389197
Luxembourg,2021-01-21,523.0,633330,Europe,317787.644733656,6897.0,0.0,0.0,10890.0,825.793819967473
Luxembourg,2021-01-22,558.0,633330,Europe,318345.644733656,7000.0,0.0,0.0,11053.0,881.057268722467
Luxembourg,2021-01-23,592.0,633330,Europe,318937.644733656,7103.0,0.0,0.0,11215.0,934.741761798746
Luxembourg,2021-01-24,626.0,633330,Europe,319563.644733656,7206.0,0.0,0.0,11378.0,988.426254875026
Luxembourg,2021-01-25,569.0,633330,Europe,320132.644733656,7309.0,622.0,983.0,11541.0,898.425781188322
Luxembourg,2021-01-26,604.0,633330,Europe,320736.644733656,8280.0,1245.0,1966.0,13074.0,953.689229943315
Luxembourg,2021-01-27,608.0,633330,Europe,321344.644733656,9107.0,1342.0,2119.0,14380.0,960.005052658172
Luxembourg,2021-01-28,639.0,633330,Europe,321983.644733656,9890.0,1483.0,2342.0,15616.0,1008.95267869831
Luxembourg,2021-01-29,630.0,633330,Europe,322613.644733656,10176.0,1549.0,2445.0,16067.0,994.742077589882
Luxembourg,2021-01-30,622.0,633330,Europe,323235.644733656,10462.0,1614.0,2549.0,16519.0,982.110432160169
Luxembourg,2021-01-31,613.0,633330,Europe,323848.644733656,10748.0,1680.0,2653.0,16971.0,967.899831051742
Luxembourg,2021-02-01,670.0,633330,Europe,324518.644733656,11336.0,1905.0,3008.0,17899.0,1057.90030473845
Luxembourg,2021-02-02,675.0,633330,Europe,325193.644733656,11925.0,2327.0,3674.0,18829.0,1065.79508313202
Luxembourg,2021-02-03,708.0,633330,Europe,325901.644733656,12597.0,2810.0,4437.0,19890.0,1117.90062052958
Luxembourg,2021-02-04,721.0,633330,Europe,326622.644733656,13256.0,3163.0,4994.0,20931.0,1138.42704435286
Luxembourg,2021-02-05,728.0,633330,Europe,327350.644733656,13484.0,3338.0,5271.0,21291.0,1149.47973410386
Luxembourg,2021-02-06,736.0,633330,Europe,328086.644733656,13712.0,3513.0,5547.0,21651.0,1162.11137953358
Luxembourg,2021-02-07,743.0,633330,Europe,328829.644733656,13940.0,3688.0,5823.0,22011.0,1173.16406928458
Luxembourg,2021-02-08,700.0,633330,Europe,329529.644733656,14089.0,4050.0,6395.0,22246.0,1105.26897509987
Luxembourg,2021-02-09,629.0,633330,Europe,330158.644733656,14227.0,4426.0,6988.0,22464.0,993.163121911168
Luxembourg,2021-02-10,645.0,633330,Europe,330803.644733656,15052.0,4871.0,7691.0,23766.0,1018.42641277059
Luxembourg,2021-02-11,710.0,633330,Europe,331513.644733656,16131.0,5259.0,8304.0,25470.0,1121.05853188701
Luxembourg,2021-02-12,724.0,633330,Europe,332237.644733656,16506.0,5385.0,8503.0,26063.0,1143.16391138901
Luxembourg,2021-02-13,738.0,633330,Europe,332975.644733656,16882.0,5512.0,8703.0,26655.0,1165.269290891
Luxembourg,2021-02-14,752.0,633330,Europe,333727.644733656,17257.0,5638.0,8902.0,27248.0,1187.374670393
Luxembourg,2021-02-15,841.0,633330,Europe,334568.644733656,18055.0,5969.0,9425.0,28508.0,1327.90172579856
Luxembourg,2021-02-16,1038.0,633330,Europe,335606.644733656,19622.0,6296.0,9941.0,30982.0,1638.95599450523
Luxembourg,2021-02-17,1028.0,633330,Europe,336634.644733656,20605.0,6514.0,10285.0,32534.0,1623.16643771809
Luxembourg,2021-02-18,1078.0,633330,Europe,337712.644733656,21853.0,7080.0,11179.0,34505.0,1702.1142216538
Luxembourg,2021-02-19,1104.0,633330,Europe,338816.644733656,22322.0,7295.0,11519.0,35245.0,1743.16706930036
Luxembourg,2021-02-20,1130.0,633330,Europe,339946.644733656,22790.0,7511.0,11859.0,35985.0,1784.21991694693
Luxembourg,2021-02-21,1156.0,633330,Europe,341102.644733656,23259.0,7726.0,12199.0,36725.0,1825.2727645935
Luxembourg,2021-02-22,1129.0,633330,Europe,342231.644733656,23685.0,8241.0,13012.0,37398.0,1782.64096126822
Luxembourg,2021-02-23,1065.0,633330,Europe,343296.644733656,24508.0,8862.0,13993.0,38697.0,1681.58779783052
Luxembourg,2021-02-24,1092.0,633330,Europe,344388.644733656,25285.0,9475.0,14961.0,39924.0,1724.2196011558
Luxembourg,2021-02-25,1020.0,633330,Europe,345408.644733656,26089.0,9982.0,15761.0,41193.0,1610.53479228838
Luxembourg,2021-02-26,1004.0,633330,Europe,346412.644733656,26424.0,10221.0,16139.0,41722.0,1585.27150142895
Luxembourg,2021-02-27,988.0,633330,Europe,347400.644733656,26758.0,10461.0,16517.0,42250.0,1560.00821056953
Luxembourg,2021-02-28,973.0,633330,Europe,348373.644733656,27093.0,10700.0,16895.0,42779.0,1536.32387538882
Luxembourg,2021-03-01,1028.0,633330,Europe,349401.644733656,27655.0,11466.0,18104.0,43666.0,1623.16643771809
Luxembourg,2021-03-02,1013.0,633330,Europe,350414.644733656,28476.0,11984.0,18922.0,44962.0,1599.48210253738
Luxembourg,2021-03-03,1051.0,633330,Europe,351465.644733656,29401.0,12717.0,20080.0,46423.0,1659.48241832852
Luxembourg,2021-03-04,1157.0,633330,Europe,352622.644733656,30723.0,13448.0,21234.0,48510.0,1826.85172027221
