date,continent,people_fully_vaccinated,people_fully_vaccinated_per_million,people_vaccinated,daily_vaccinations,daily_vaccinated_per_million,people_vaccinated_per_million
2021-02-15,North America,15029960.0,26094102.0,45303978.0,1703174.0,7517879.0,188856786.0
2021-02-15,South America,1403396.0,56906.0,19323297.0,477186.0,12046.0,911436.0
2021-02-16,Africa,472334.0,1395582.0,1273043.0,188961.0,28314.0,6158001.0
2021-02-16,Asia,6517298.0,775159.0,35734032.0,934596.0,40332.0,2703197.0
2021-02-16,Europe,11241182.0,24433035.0,63139301.0,1708411.0,1042836.0,125987512.0
2021-02-16,North America,16212309.0,27088285.0,46938200.0,1738470.0,7532197.0,201315732.0
2021-02-16,South America,1624103.0,60290.0,19441671.0,633058.0,14935.0,917483.0
2021-02-17,Africa,479863.0,1419410.0,1325508.0,199621.0,28347.0,6200926.0
2021-02-17,Asia,8062052.0,811305.0,35737631.0,997623.0,40332.0,2764220.0
2021-02-17,Europe,11445604.0,24433046.0,63162394.0,1711773.0,1042836.0,126129192.0
2021-02-17,North America,16632558.0,27585377.0,47755311.0,1756119.0,7539356.0,207545205.0
2021-02-17,South America,1792777.0,63675.0,19500857.0,710994.0,16379.0,920506.0
2021-02-18,Africa,483628.0,1431324.0,1377973.0,204951.0,28363.0,6222389.0
2021-02-18,Asia,8511005.0,812813.0,35741231.0,1076912.0,40332.0,2794731.0
2021-02-18,Europe,11493417.0,24433051.0,63173941.0,1714386.0,1042836.0,126200032.0
2021-02-18,North America,17450547.0,28082469.0,48572422.0,1764943.0,7542935.0,213774678.0
2021-02-18,South America,2435084.0,93820.0,19530451.0,749962.0,17101.0,922018.0
2021-02-19,Africa,485510.0,1437281.0,2407268.0,207616.0,28371.0,6243852.0
2021-02-19,Asia,8836265.0,837154.0,38671453.0,1088575.0,40332.0,2809987.0
2021-02-19,Europe,11517323.0,24433054.0,63179714.0,1715692.0,1042836.0,126235452.0
2021-02-19,North America,18772151.0,33366010.0,49841990.0,1769355.0,7544725.0,480915715.0
2021-02-19,South America,2793655.0,106385.0,19545247.0,769446.0,17462.0,922773.0
2021-02-20,Africa,486452.0,1440260.0,2800519.0,208948.0,28375.0,6878179.0
2021-02-20,Asia,9029602.0,849325.0,41601676.0,1101772.0,40332.0,2817615.0
2021-02-20,Europe,11541230.0,24433055.0,63185487.0,1716346.0,1042836.0,126253162.0
2021-02-20,North America,19675208.0,37118895.0,50872327.0,1771561.0,7545620.0,489904854.0
2021-02-20,South America,3038242.0,115968.0,19552646.0,779188.0,17642.0,923151.0
2021-02-21,Africa,486922.0,1441749.0,3193770.0,209614.0,28376.0,7512505.0
2021-02-21,Asia,9126271.0,855410.0,43734585.0,1108370.0,40332.0,2821429.0
2021-02-21,Europe,13207944.0,24433056.0,63418648.0,1716672.0,1042836.0,126262017.0
2021-02-21,North America,20435805.0,58225067.0,51744565.0,1772664.0,7546067.0,494399424.0
