country,date,people_fully_vaccinated,people_vaccinated,daily_vaccinations,population,continent,cumsum_total_vaccination,people_fully_vaccinated_per_million,people_vaccinated_per_million,daily_vaccinated_per_million
Scotland,2021-02-22,43203,1465241,29043,68144696,Europe,1432924,633,21501,426
Scotland,2021-02-23,50121,1488077,28245,68144696,Europe,1461169,735,21837,414
Scotland,2021-02-24,56661,1515980,27644,68144696,Europe,1488813,831,22246,405
Scotland,2021-02-25,65340,1542929,27586,68144696,Europe,1516399,958,22641,404
Scotland,2021-02-26,72178,1570153,28031,68144696,Europe,1544430,1059,23041,411
Scotland,2021-02-27,76512,1593695,28969,68144696,Europe,1573399,1122,23386,425
Scotland,2021-02-28,78865,1611578,29659,68144696,Europe,1603058,1157,23649,435
Scotland,2021-03-01,84445,1634361,30052,68144696,Europe,1633110,1239,23983,441
Scotland,2021-03-02,92550,1661879,30890,68144696,Europe,1664000,1358,24387,453
Scotland,2021-03-03,100058,1688608,30861,68144696,Europe,1694861,1468,24779,452
Scotland,2021-03-04,108197,1717672,31086,68144696,Europe,1725947,1587,25206,456
Scotland,2021-03-05,114081,1743869,30803,68144696,Europe,1756750,1674,25590,452
Scotland,2021-03-06,115930,1759750,29353,68144696,Europe,1786103,1701,25823,430
Scotland,2021-03-07,118732,1774659,28993,68144696,Europe,1815096,1742,26042,425
Scotland,2021-03-08,123686,1789377,27751,68144696,Europe,1842847,1815,26258,407
Scotland,2021-03-09,132760,1809158,26784,68144696,Europe,1869631,1948,26548,393
Scotland,2021-03-10,141433,1825800,25510,68144696,Europe,1895141,2075,26792,374
Scotland,2021-03-11,149409,1844636,24025,68144696,Europe,1919166,2192,27069,352
Scotland,2021-03-12,156250,1867123,23632,68144696,Europe,1942798,2292,27399,346
Scotland,2021-03-13,160038,1888697,24722,68144696,Europe,1967520,2348,27715,362
Scotland,2021-03-14,161945,1908991,25364,68144696,Europe,1992884,2376,28013,372
Scotland,2021-03-15,170892,1943507,28762,68144696,Europe,2021646,2507,28520,422
Scotland,2021-03-16,181879,1981818,31683,68144696,Europe,2053329,2669,29082,464
Scotland,2021-03-17,192100,2023002,35410,68144696,Europe,2088739,2819,29686,519
Scotland,2021-03-18,201435,2066460,39121,68144696,Europe,2127860,2955,30324,574
Scotland,2021-03-19,211272,2110780,42668,68144696,Europe,2170528,3100,30974,626
Scotland,2021-03-20,220188,2144940,45199,68144696,Europe,2215727,3231,31476,663
Scotland,2021-03-21,225096,2182400,48080,68144696,Europe,2263807,3303,32025,705
Serbia,2021-01-08,8,7000,5644,8711748,Europe,206224,0,803,647
Serbia,2021-01-09,30,24654,1150,8711748,Europe,207374,3,2829,132
Serbia,2021-01-10,21777,42308,1150,8711748,Europe,208524,2499,4856,132
Serbia,2021-01-11,32093,89671,1503,8711748,Europe,210027,3683,10293,172
Serbia,2021-01-12,33364,94377,1680,8711748,Europe,211707,3829,10833,192
Serbia,2021-01-13,34246,96730,1785,8711748,Europe,213492,3931,11103,204
Serbia,2021-01-14,34753,97906,1856,8711748,Europe,215348,3989,11238,213
Serbia,2021-01-15,35221,98494,2221,8711748,Europe,217569,4042,11305,254
Serbia,2021-01-16,35382,99082,2687,8711748,Europe,220256,4061,11373,308
Serbia,2021-01-17,35463,184376,3153,8711748,Europe,223409,4070,21164,361
Serbia,2021-01-18,35503,191930,3468,8711748,Europe,226877,4075,22031,398
Serbia,2021-01-19,35523,195708,3783,8711748,Europe,230660,4077,22464,434
Serbia,2021-01-20,35533,197596,4098,8711748,Europe,234758,4078,22681,470
Serbia,2021-01-21,35538,198540,9528,8711748,Europe,244286,4079,22789,1093
Serbia,2021-01-22,35541,199013,13880,8711748,Europe,258166,4079,22844,1593
Serbia,2021-01-23,35542,199485,19485,8711748,Europe,277651,4079,22898,2236
Serbia,2021-01-24,35542,217800,26632,8711748,Europe,304283,4079,25000,3057
Serbia,2021-01-25,35542,256521,31534,8711748,Europe,335817,4079,29445,3619
Serbia,2021-01-26,35542,319504,39901,8711748,Europe,375718,4079,36675,4580
Serbia,2021-01-27,35542,361830,45317,8711748,Europe,421035,4079,41533,5201
Serbia,2021-01-28,35542,401556,45246,8711748,Europe,466281,4079,46093,5193
Serbia,2021-01-29,35542,430759,44435,8711748,Europe,510716,4079,49445,5100
Serbia,2021-01-30,35542,434070,39146,8711748,Europe,549862,4079,49825,4493
Serbia,2021-01-31,35542,435725,34158,8711748,Europe,584020,4079,50015,3920
Serbia,2021-02-01,35542,437380,31416,8711748,Europe,615436,4079,50205,3606
Serbia,2021-02-02,35542,495964,25209,8711748,Europe,640645,4079,56930,2893
Serbia,2021-02-03,35542,513652,21689,8711748,Europe,662334,4079,58960,2489
Serbia,2021-02-04,35542,526930,17911,8711748,Europe,680245,4079,60484,2055
Serbia,2021-02-05,35542,532652,15373,8711748,Europe,695618,4079,61141,1764
Serbia,2021-02-06,35542,538373,14844,8711748,Europe,710462,4079,61798,1703
Serbia,2021-02-07,35542,541291,12472,8711748,Europe,722934,4079,62133,1431
Serbia,2021-02-08,35542,542750,14258,8711748,Europe,737192,4079,62300,1636
Serbia,2021-02-09,35543,544209,16044,8711748,Europe,753236,4079,62468,1841
Serbia,2021-02-10,41604,568422,18092,8711748,Europe,771328,4775,65247,2076
Serbia,2021-02-11,47665,592634,30195,8711748,Europe,801523,5471,68026,3466
Serbia,2021-02-12,86907,651386,42559,8711748,Europe,844082,9975,74770,4885
Serbia,2021-02-13,126149,710138,52908,8711748,Europe,896990,14480,81514,6073
Serbia,2021-02-14,154074,757569,63256,8711748,Europe,960246,17685,86959,7260
Serbia,2021-02-15,168037,781284,63654,8711748,Europe,1023900,19288,89681,7306
Serbia,2021-02-16,175019,793142,64051,8711748,Europe,1087951,20089,91042,7352
Serbia,2021-02-17,178509,799071,64449,8711748,Europe,1152400,20490,91723,7397
Serbia,2021-02-18,180255,802036,55424,8711748,Europe,1207824,20691,92063,6361
Serbia,2021-02-19,181127,805000,46398,8711748,Europe,1254222,20791,92403,5325
Serbia,2021-02-20,181564,886370,40606,8711748,Europe,1294828,20841,101744,4661
Serbia,2021-02-21,181782,967741,34814,8711748,Europe,1329642,20866,111084,3996
Serbia,2021-02-22,182000,980119,34814,8711748,Europe,1364456,20891,112505,3996
Serbia,2021-02-23,472769,986308,34814,8711748,Europe,1399270,54267,113215,3996
Serbia,2021-02-24,487359,989402,36039,8711748,Europe,1435309,55942,113571,4136
Serbia,2021-02-25,497729,990950,35659,8711748,Europe,1470968,57133,113748,4093
Serbia,2021-02-26,507000,991723,33145,8711748,Europe,1504113,58197,113837,3804
Serbia,2021-02-27,511807,992110,33881,8711748,Europe,1537994,58749,113881,3889
Serbia,2021-02-28,511999,992304,29426,8711748,Europe,1567420,58771,113904,3377
Serbia,2021-03-01,524231,992400,29299,8711748,Europe,1596719,60175,113915,3363
Serbia,2021-03-02,530863,992497,28798,8711748,Europe,1625517,60936,113926,3305
Serbia,2021-03-03,534751,1000523,27365,8711748,Europe,1652882,61382,114847,3141
Serbia,2021-03-04,563922,1013061,28730,8711748,Europe,1681612,64731,116286,3297
Serbia,2021-03-05,593617,1025137,32238,8711748,Europe,1713850,68139,117672,3700
Serbia,2021-03-06,620067,1029963,30996,8711748,Europe,1744846,71175,118226,3557
Serbia,2021-03-07,620853,1030440,30659,8711748,Europe,1775505,71266,118281,3519
Serbia,2021-03-08,623424,1081366,33455,8711748,Europe,1808960,71561,124127,3840
Serbia,2021-03-09,625707,1124826,35517,8711748,Europe,1844477,71823,129115,4076
Serbia,2021-03-10,647019,1145893,36805,8711748,Europe,1881282,74269,131534,4224
Serbia,2021-03-11,666146,1161194,35765,8711748,Europe,1917047,76465,133290,4105
Serbia,2021-03-12,701100,1196235,39797,8711748,Europe,1956844,80477,137312,4568
Serbia,2021-03-13,738756,1218309,43862,8711748,Europe,2000706,84799,139846,5034
Serbia,2021-03-14,782668,1224982,50908,8711748,Europe,2051614,89840,140612,5843
Serbia,2021-03-15,791269,1249044,47932,8711748,Europe,2099546,90827,143374,5501
Serbia,2021-03-16,793926,1258476,43124,8711748,Europe,2142670,91132,144457,4950
Serbia,2021-03-17,809375,1267822,40612,8711748,Europe,2183282,92906,145530,4661
Serbia,2021-03-18,826851,1285223,40676,8711748,Europe,2223958,94912,147527,4669
Serbia,2021-03-19,857934,1303661,37751,8711748,Europe,2261709,98480,149644,4333
Serbia,2021-03-20,858461,1305132,29504,8711748,Europe,2291213,98540,149812,3386
Serbia,2021-03-21,861826,1308036,23173,8711748,Europe,2314386,98926,150146,2659
Serbia,2021-03-22,865018,1313912,19802,8711748,Europe,2334188,99293,150820,2273
Seychelles,2021-01-09,30,35643,2254,98789,Africa,246663,303,360799,22816
Seychelles,2021-01-10,40795,35643,500,98789,Africa,247163,412950,360799,5061
Seychelles,2021-01-11,61330,46536,500,98789,Africa,247663,620818,471064,5061
Seychelles,2021-01-12,63739,49588,500,98789,Africa,248163,645203,501958,5061
Seychelles,2021-01-13,65302,51115,500,98789,Africa,248663,661025,517415,5061
Seychelles,2021-01-14,66174,51878,600,98789,Africa,249263,669851,525139,6073
Seychelles,2021-01-15,66931,52260,667,98789,Africa,249930,677514,529006,6751
Seychelles,2021-01-16,67180,52641,1000,98789,Africa,250930,680035,532862,10122
Seychelles,2021-01-17,67305,144068,1118,98789,Africa,252048,681300,1458340,11317
Seychelles,2021-01-18,67367,150502,1236,98789,Africa,253284,681928,1523469,12511
Seychelles,2021-01-19,67398,153719,1354,98789,Africa,254638,682241,1556033,13705
Seychelles,2021-01-20,67414,155328,1595,98789,Africa,256233,682403,1572320,16145
Seychelles,2021-01-21,67421,156132,1718,98789,Africa,257951,682474,1580459,17390
Seychelles,2021-01-22,67425,156534,1841,98789,Africa,259792,682515,1584528,18635
Seychelles,2021-01-23,67427,156936,1622,98789,Africa,261414,682535,1588597,16418
Seychelles,2021-01-24,67428,167723,1542,98789,Africa,262956,682545,1697790,15609
Seychelles,2021-01-25,67428,173117,1463,98789,Africa,264419,682545,1752391,14809
Seychelles,2021-01-26,67428,175814,1677,98789,Africa,266096,682545,1779692,16975
Seychelles,2021-01-27,67428,177162,1775,98789,Africa,267871,682545,1793337,17967
Seychelles,2021-01-28,67428,177836,1965,98789,Africa,269836,682545,1800159,19890
Seychelles,2021-01-29,67428,178510,1996,98789,Africa,271832,682545,1806982,20204
Seychelles,2021-01-30,67428,258310,1988,98789,Africa,273820,682545,2614764,20123
Seychelles,2021-01-31,67428,298209,2079,98789,Africa,275899,682545,3018645,21044
Seychelles,2021-02-01,67428,318159,2170,98789,Africa,278069,682545,3220591,21966
Seychelles,2021-02-02,67428,328134,1939,98789,Africa,280008,682545,3321564,19627
Seychelles,2021-02-03,67428,338109,1644,98789,Africa,281652,682545,3422536,16641
Seychelles,2021-02-04,67428,409816,1287,98789,Africa,282939,682545,4148397,13027
Seychelles,2021-02-05,67428,415027,1089,98789,Africa,284028,682545,4201145,11023
Seychelles,2021-02-06,67428,420238,987,98789,Africa,285015,682545,4253894,9990
Seychelles,2021-02-07,67428,422561,966,98789,Africa,285981,682545,4277409,9778
Seychelles,2021-02-08,67428,423723,945,98789,Africa,286926,682545,4289171,9565
Seychelles,2021-02-09,67428,424303,1163,98789,Africa,288089,682545,4295042,11772
Seychelles,2021-02-10,67428,424594,1567,98789,Africa,289656,682545,4297988,15862
Seychelles,2021-02-11,67429,424884,2005,98789,Africa,291661,682555,4300924,20295
Seychelles,2021-02-12,86107,486220,2203,98789,Africa,293864,871625,4921803,22300
Seychelles,2021-02-13,104785,547555,2401,98789,Africa,296265,1060695,5542671,24304
Seychelles,2021-02-14,123506,581591,2383,98789,Africa,298648,1250199,5887204,24122
Seychelles,2021-02-15,132867,598609,2365,98789,Africa,301013,1344957,6059470,23939
Seychelles,2021-02-16,137547,607118,2224,98789,Africa,303237,1392331,6145603,22512
Seychelles,2021-02-17,139887,611373,1899,98789,Africa,305136,1416017,6188674,19222
Seychelles,2021-02-18,141057,613500,1638,98789,Africa,306774,1427861,6210205,16580
Seychelles,2021-02-19,141642,615627,1594,98789,Africa,308368,1433783,6231736,16135
Seychelles,2021-02-20,141935,675634,1334,98789,Africa,309702,1436749,6839162,13503
Seychelles,2021-02-21,142081,735640,1209,98789,Africa,310911,1438226,7446578,12238
Seychelles,2021-02-22,142154,745883,1403,98789,Africa,312314,1438965,7550263,14201
Seychelles,2021-02-23,142227,751004,1511,98789,Africa,313825,1439704,7602101,15295
Seychelles,2021-02-24,252880,753564,1640,98789,Africa,315465,2559799,7628015,16601
Seychelles,2021-02-25,363533,754845,1687,98789,Africa,317152,3679893,7640982,17076
Seychelles,2021-02-26,372900,755485,1744,98789,Africa,318896,3774711,7647460,17653
Seychelles,2021-02-27,382267,755805,2017,98789,Africa,320913,3869530,7650699,20417
Seychelles,2021-02-28,384081,755965,2030,98789,Africa,322943,3887892,7652319,20548
Seychelles,2021-03-01,385895,756125,1723,98789,Africa,324666,3906254,7653939,17441
Seychelles,2021-03-02,395330,756286,1418,98789,Africa,326084,4001761,7655568,14353
Seychelles,2021-03-03,400048,756367,1147,98789,Africa,327231,4049519,7656388,11610
Seychelles,2021-03-04,404766,756448,946,98789,Africa,328177,4097278,7657208,9575
Seychelles,2021-03-05,454938,797226,734,98789,Africa,328911,4605148,8069987,7429
Seychelles,2021-03-06,464097,801384,522,98789,Africa,329433,4697861,8112077,5283
Seychelles,2021-03-07,468677,803463,571,98789,Africa,330004,4744222,8133122,5779
Seychelles,2021-03-08,473257,805542,620,98789,Africa,330624,4790583,8154166,6276
Seychelles,2021-03-09,477713,840027,772,98789,Africa,331396,4835690,8503244,7814
Seychelles,2021-03-10,479942,857270,924,98789,Africa,332320,4858253,8677788,9353
Seychelles,2021-03-11,482170,874512,913,98789,Africa,333233,4880806,8852321,9241
Seychelles,2021-03-12,538871,931639,865,98789,Africa,334098,5454767,9430594,8756
Seychelles,2021-03-13,564685,951574,817,98789,Africa,334915,5716071,9632388,8270
Seychelles,2021-03-14,579352,955816,768,98789,Africa,335683,5864539,9675328,7774
Seychelles,2021-03-15,594019,960059,720,98789,Africa,336403,6013007,9718278,7288
Seychelles,2021-03-16,603738,992185,546,98789,Africa,336949,6111388,10043476,5526
Seychelles,2021-03-17,609462,997857,372,98789,Africa,337321,6169330,10100891,3765
Seychelles,2021-03-18,615187,1003528,292,98789,Africa,337613,6227282,10158296,2955
Singapore,2021-01-11,90566,3400,2351,5883682,Asia,290665,15392,577,399
Singapore,2021-01-12,94113,6200,2800,5883682,Asia,293465,15995,1053,475
Singapore,2021-01-13,96359,24364,4090,5883682,Asia,297555,16377,4140,695
Singapore,2021-01-14,97596,33265,4520,5883682,Asia,302075,16587,5653,768
Singapore,2021-01-15,98640,37716,4735,5883682,Asia,306810,16765,6410,804
Singapore,2021-01-16,98978,42167,4864,5883682,Asia,311674,16822,7166,826
Singapore,2021-01-17,99146,103761,4950,5883682,Asia,316624,16851,17635,841
Singapore,2021-01-18,99231,109074,5011,5883682,Asia,321635,16865,18538,851
Singapore,2021-01-19,99273,111731,5380,5883682,Asia,327015,16872,18989,914
Singapore,2021-01-20,99294,113059,5380,5883682,Asia,332395,16876,19215,914
Singapore,2021-01-21,99305,113723,5380,5883682,Asia,337775,16878,19328,914
Singapore,2021-01-22,99310,114056,5380,5883682,Asia,343155,16878,19385,914
Singapore,2021-01-23,99313,114388,6127,5883682,Asia,349282,16879,19441,1041
Singapore,2021-01-24,99314,126804,6874,5883682,Asia,356156,16879,21551,1168
Singapore,2021-01-25,99314,133012,7621,5883682,Asia,363777,16879,22606,1295
Singapore,2021-01-26,99314,136117,8369,5883682,Asia,372146,16879,23134,1422
Singapore,2021-01-27,99314,137669,9116,5883682,Asia,381262,16879,23398,1549
Singapore,2021-01-28,99314,138445,9847,5883682,Asia,391109,16879,23530,1673
Singapore,2021-01-29,99314,139221,10579,5883682,Asia,401688,16879,23662,1798
Singapore,2021-01-30,99314,189029,10563,5883682,Asia,412251,16879,32127,1795
Singapore,2021-01-31,99314,213933,10547,5883682,Asia,422798,16879,36360,1792
Singapore,2021-02-01,99314,226385,10885,5883682,Asia,433683,16879,38476,1850
Singapore,2021-02-02,99314,232611,11223,5883682,Asia,444906,16879,39534,1907
Singapore,2021-02-03,99314,238837,11046,5883682,Asia,455952,16879,40593,1877
Singapore,2021-02-04,99314,292701,10886,5883682,Asia,466838,16879,49747,1850
Singapore,2021-02-05,99314,297402,10725,5883682,Asia,477563,16879,50546,1822
Singapore,2021-02-06,99314,302102,10564,5883682,Asia,488127,16879,51345,1795
Singapore,2021-02-07,99314,303831,10404,5883682,Asia,498531,16879,51639,1768
Singapore,2021-02-08,99314,304695,9889,5883682,Asia,508420,16879,51786,1680
Singapore,2021-02-09,99314,305128,9375,5883682,Asia,517795,16879,51860,1593
Singapore,2021-02-10,99314,305344,9375,5883682,Asia,527170,16879,51896,1593
Singapore,2021-02-11,99314,305560,9893,5883682,Asia,537063,16879,51933,1681
Singapore,2021-02-12,99314,345266,10411,5883682,Asia,547474,16879,58681,1769
Singapore,2021-02-13,99315,384972,10929,5883682,Asia,558403,16879,65430,1857
Singapore,2021-02-14,100885,405613,11446,5883682,Asia,569849,17146,68938,1945
Singapore,2021-02-15,101670,415934,11964,5883682,Asia,581813,17279,70692,2033
Singapore,2021-02-16,102062,421094,12482,5883682,Asia,594295,17346,71569,2121
Singapore,2021-02-17,102455,423675,13000,5883682,Asia,607295,17413,72008,2209
Singapore,2021-02-18,106227,424965,13000,5883682,Asia,620295,18054,72227,2209
Singapore,2021-02-19,108114,426255,13286,5883682,Asia,633581,18375,72446,2258
Singapore,2021-02-20,109057,464897,13572,5883682,Asia,647153,18535,79014,2306
Singapore,2021-02-21,109528,503540,13859,5883682,Asia,661012,18615,85582,2355
Singapore,2021-02-22,109764,511646,14145,5883682,Asia,675157,18655,86960,2404
Singapore,2021-02-23,110000,515700,14431,5883682,Asia,689588,18695,87649,2452
Singapore,2021-02-24,174853,517726,14717,5883682,Asia,704305,29718,87993,2501
Singapore,2021-02-25,239706,518740,15004,5883682,Asia,719309,40740,88165,2550
Singapore,2021-02-26,248620,519246,15004,5883682,Asia,734313,42255,88251,2550
Singapore,2021-02-27,257535,519500,15004,5883682,Asia,749317,43771,88295,2550
Singapore,2021-02-28,258662,519626,15004,5883682,Asia,764321,43962,88316,2550
Singapore,2021-03-01,259790,519753,15004,5883682,Asia,779325,44154,88338,2550
Singapore,2021-03-02,269230,530797,14763,5883682,Asia,794088,45758,90215,2509
Singapore,2021-03-03,273950,536319,14523,5883682,Asia,808611,46560,91153,2468
Singapore,2021-03-04,278670,541841,14282,5883682,Asia,822893,47363,92092,2427
Singapore,2021-03-05,316258,569316,13615,5883682,Asia,836508,53751,96761,2314
Singapore,2021-03-06,321353,575218,12948,5883682,Asia,849456,54617,97764,2200
Singapore,2021-03-07,323900,578170,12281,5883682,Asia,861737,55050,98266,2087
Singapore,2021-03-08,326447,581121,12325,5883682,Asia,874062,55483,98768,2094
Singapore,2021-03-09,332540,602660,14118,5883682,Asia,888180,56519,102429,2399
Singapore,2021-03-10,335586,613429,15911,5883682,Asia,904091,57036,104259,2704
Singapore,2021-03-11,338632,624198,17705,5883682,Asia,921796,57554,106089,3009
Singapore,2021-03-12,376641,667042,19925,5883682,Asia,941721,64014,113371,3386
Singapore,2021-03-13,390615,684839,22144,5883682,Asia,963865,66389,116396,3763
Singapore,2021-03-14,397992,689987,24364,5883682,Asia,988229,67643,117271,4140
Singapore,2021-03-15,405369,695135,25873,5883682,Asia,1014102,68897,118146,4397
Slovakia,2021-01-07,5,13661,4554,5461564,Europe,315602,0,2501,833
Slovakia,2021-01-08,8,20702,5176,5461564,Europe,320778,1,3790,947
Slovakia,2021-01-09,30,22311,4462,5461564,Europe,325240,5,4085,816
Slovakia,2021-01-10,78832,25356,4226,5461564,Europe,329466,14433,4642,773
Slovakia,2021-01-11,119803,29411,4202,5461564,Europe,333668,21935,5385,769
Slovakia,2021-01-12,124488,39977,5650,5461564,Europe,339318,22793,7319,1034
Slovakia,2021-01-13,127415,46727,5730,5461564,Europe,345048,23329,8555,1049
Slovakia,2021-01-14,129018,54183,5789,5461564,Europe,350837,23622,9920,1059
Slovakia,2021-01-15,130349,62037,5905,5461564,Europe,356742,23866,11358,1081
Slovakia,2021-01-16,130775,63399,5870,5461564,Europe,362612,23944,11608,1074
Slovakia,2021-01-17,130988,63453,5442,5461564,Europe,368054,23983,11618,996
Slovakia,2021-01-18,131095,71839,6144,5461564,Europe,374198,24003,13153,1124
Slovakia,2021-01-19,131148,79329,5771,5461564,Europe,379969,24012,14524,1056
Slovakia,2021-01-20,131175,86347,5932,5461564,Europe,385901,24017,15809,1086
Slovakia,2021-01-21,131188,93018,5913,5461564,Europe,391814,24020,17031,1082
Slovakia,2021-01-22,131195,99655,5758,5461564,Europe,397572,24021,18246,1054
Slovakia,2021-01-23,131198,99793,5603,5461564,Europe,403175,24022,18271,1025
Slovakia,2021-01-24,131199,99931,5595,5461564,Europe,408770,24022,18297,1024
Slovakia,2021-01-25,131200,106599,5594,5461564,Europe,414364,24022,19518,1024
Slovakia,2021-01-26,131200,113571,5491,5461564,Europe,419855,24022,20794,1005
Slovakia,2021-01-27,131200,120362,5374,5461564,Europe,425229,24022,22038,983
Slovakia,2021-01-28,131200,128712,5739,5461564,Europe,430968,24022,23566,1050
Slovakia,2021-01-29,131200,138177,6457,5461564,Europe,437425,24022,25299,1182
Slovakia,2021-01-30,131200,139566,6616,5461564,Europe,444041,24022,25554,1211
Slovakia,2021-01-31,131200,139679,6657,5461564,Europe,450698,24022,25574,1218
Slovakia,2021-02-01,131200,148530,7056,5461564,Europe,457754,24022,27195,1291
Slovakia,2021-02-02,131200,157342,7775,5461564,Europe,465529,24022,28808,1423
Slovakia,2021-02-03,131200,166717,8438,5461564,Europe,473967,24022,30525,1544
Slovakia,2021-02-04,131200,175587,9088,5461564,Europe,483055,24022,32149,1663
Slovakia,2021-02-05,131200,183967,9552,5461564,Europe,492607,24022,33683,1748
Slovakia,2021-02-06,131200,186055,9750,5461564,Europe,502357,24022,34066,1785
Slovakia,2021-02-07,131200,186235,9736,5461564,Europe,512093,24022,34099,1782
Slovakia,2021-02-08,131200,193631,9668,5461564,Europe,521761,24022,35453,1770
Slovakia,2021-02-09,131200,200950,10039,5461564,Europe,531800,24022,36793,1838
Slovakia,2021-02-10,131200,207505,10233,5461564,Europe,542033,24022,37993,1873
Slovakia,2021-02-11,131200,214694,10143,5461564,Europe,552176,24022,39309,1857
Slovakia,2021-02-12,131200,222389,10006,5461564,Europe,562182,24022,40718,1832
Slovakia,2021-02-13,131200,226279,10224,5461564,Europe,572406,24022,41431,1871
Slovakia,2021-02-14,131200,236882,11742,5461564,Europe,584148,24022,43372,2149
Slovakia,2021-02-15,131200,243608,12063,5461564,Europe,596211,24022,44604,2208
Slovakia,2021-02-16,131200,248592,11559,5461564,Europe,607770,24022,45516,2116
Slovakia,2021-02-17,131200,254152,11353,5461564,Europe,619123,24022,46534,2078
Slovakia,2021-02-18,131200,258746,10981,5461564,Europe,630104,24022,47375,2010
Slovakia,2021-02-19,131200,265079,10851,5461564,Europe,640955,24022,48535,1986
Slovakia,2021-02-20,131200,271439,11185,5461564,Europe,652140,24022,49699,2047
Slovakia,2021-02-21,131200,277755,10543,5461564,Europe,662683,24022,50856,1930
Slovakia,2021-02-22,131200,283381,10399,5461564,Europe,673082,24022,51886,1904
Slovakia,2021-02-23,131200,289532,10596,5461564,Europe,683678,24022,53012,1940
Slovakia,2021-02-24,131200,295680,10789,5461564,Europe,694467,24022,54138,1975
Slovakia,2021-02-25,131201,298902,10773,5461564,Europe,705240,24022,54728,1972
Slovakia,2021-02-26,132802,302823,10746,5461564,Europe,715986,24315,55446,1967
Slovakia,2021-02-27,133244,310147,10969,5461564,Europe,726955,24396,56787,2008
Slovakia,2021-02-28,133686,315713,10862,5461564,Europe,737817,24477,57806,1988
Slovakia,2021-03-01,142891,321645,11237,5461564,Europe,749054,26163,58892,2057
Slovakia,2021-03-02,152573,327235,11602,5461564,Europe,760656,27935,59915,2124
Slovakia,2021-03-03,161671,331470,11654,5461564,Europe,772310,29601,60691,2133
Slovakia,2021-03-04,170353,335840,11936,5461564,Europe,784246,31191,61491,2185
Slovakia,2021-03-05,177579,341405,11908,5461564,Europe,796154,32514,62510,2180
Slovakia,2021-03-06,179637,356700,13215,5461564,Europe,809369,32891,65310,2419
Slovakia,2021-03-07,179829,365545,13711,5461564,Europe,823080,32926,66930,2510
Slovakia,2021-03-08,188412,370679,13508,5461564,Europe,836588,34497,67870,2473
Slovakia,2021-03-09,195095,373884,12739,5461564,Europe,849327,35721,68457,2332
Slovakia,2021-03-10,201714,377860,12348,5461564,Europe,861675,36933,69185,2260
Slovakia,2021-03-11,208553,389141,13072,5461564,Europe,874747,38185,71250,2393
Slovakia,2021-03-12,214412,402446,13982,5461564,Europe,888729,39258,73686,2560
Slovakia,2021-03-13,216544,418104,14044,5461564,Europe,902773,39648,76553,2571
Slovakia,2021-03-14,216720,430212,14508,5461564,Europe,917281,39680,78770,2656
Slovakia,2021-03-15,220174,444010,15013,5461564,Europe,932294,40313,81297,2748
Slovakia,2021-03-16,223361,459604,16284,5461564,Europe,948578,40896,84152,2981
Slovakia,2021-03-17,226811,474941,17454,5461564,Europe,966032,41528,86960,3195
Slovakia,2021-03-18,230266,491430,17715,5461564,Europe,983747,42161,89979,3243
Slovakia,2021-03-19,235871,504103,17588,5461564,Europe,1001335,43187,92300,3220
Slovakia,2021-03-20,237293,512788,16490,5461564,Europe,1017825,43447,93890,3019
Slovakia,2021-03-21,237873,518694,15662,5461564,Europe,1033487,43554,94971,2867
Slovenia,2021-01-03,7886,12108,871,2079146,Europe,346073,3792,5823,418
Slovenia,2021-01-07,7886,26289,2184,2079146,Europe,351744,3792,12644,1050
Slovenia,2021-01-08,7886,29489,2620,2079146,Europe,354364,3792,14183,1260
Slovenia,2021-01-09,7886,29743,2599,2079146,Europe,356963,3792,14305,1250
Slovenia,2021-01-10,97851,29744,2519,2079146,Europe,359482,47063,14305,1211
Slovenia,2021-01-11,149039,30228,2433,2079146,Europe,361915,71682,14538,1170
Slovenia,2021-01-12,154862,32027,2338,2079146,Europe,364253,74483,15403,1124
Slovenia,2021-01-13,158471,36712,2257,2079146,Europe,366510,76219,17657,1085
Slovenia,2021-01-14,160439,43372,2440,2079146,Europe,368950,77165,20860,1173
Slovenia,2021-01-15,162058,48135,2664,2079146,Europe,371614,77944,23151,1281
Slovenia,2021-01-16,162573,48459,2674,2079146,Europe,374288,78192,23307,1286
Slovenia,2021-01-17,162830,48463,2674,2079146,Europe,376962,78315,23309,1286
Slovenia,2021-01-18,162959,48525,2637,2079146,Europe,379599,78377,23338,1268
Slovenia,2021-01-19,163023,49079,2691,2079146,Europe,382290,78408,23605,1294
Slovenia,2021-01-20,163055,50265,2686,2079146,Europe,384976,78424,24175,1291
Slovenia,2021-01-21,163071,51547,2399,2079146,Europe,387375,78431,24792,1153
Slovenia,2021-01-22,163079,52755,2030,2079146,Europe,389405,78435,25373,976
Slovenia,2021-01-23,163083,52985,2085,2079146,Europe,391490,78437,25484,1002
Slovenia,2021-01-24,163085,53001,2106,2079146,Europe,393596,78438,25491,1012
Slovenia,2021-01-25,163086,53003,2075,2079146,Europe,395671,78438,25492,998
Slovenia,2021-01-26,163086,53092,2026,2079146,Europe,397697,78438,25535,974
Slovenia,2021-01-27,163086,53365,2074,2079146,Europe,399771,78438,25666,997
Slovenia,2021-01-28,163086,53880,2269,2079146,Europe,402040,78438,25914,1091
Slovenia,2021-01-29,163086,54441,2608,2079146,Europe,404648,78438,26184,1254
Slovenia,2021-01-30,163086,54446,2522,2079146,Europe,407170,78438,26186,1212
